history,history_label,task,task_label,replicate_id,round,trust_ratio,return_ratio
private,Private memory,myth_game,Myth → Game,1,1,0.7000000000000001,0.32958333333333334
private,Private memory,myth_game,Myth → Game,1,2,0.775,0.33194444444444443
private,Private memory,myth_game,Myth → Game,1,3,0.75,0.41472222222222227
private,Private memory,myth_game,Myth → Game,1,4,0.9,0.36604166666666665
private,Private memory,myth_game,Myth → Game,1,5,0.8,0.30833333333333335
private,Private memory,myth_game,Myth → Game,1,6,0.85,0.4000555555555556
private,Private memory,myth_game,Myth → Game,1,7,0.9,0.35
private,Private memory,myth_game,Myth → Game,1,8,0.8999999999999999,0.3250833333333334
private,Private memory,myth_game,Myth → Game,1,9,0.925,0.36588095238095236
private,Private memory,myth_game,Myth → Game,1,10,0.75,0.36569444444444443
private,Private memory,myth_game,Myth → Game,2,1,0.75,0.46743055555555557
private,Private memory,myth_game,Myth → Game,2,2,0.7,0.3838888888888889
private,Private memory,myth_game,Myth → Game,2,3,0.7,0.35055357142857146
private,Private memory,myth_game,Myth → Game,2,4,0.75,0.2777777777777778
private,Private memory,myth_game,Myth → Game,2,5,0.875,0.3301851851851852
private,Private memory,myth_game,Myth → Game,2,6,0.675,0.3013095238095238
private,Private memory,myth_game,Myth → Game,2,7,0.8999999999999999,0.38045833333333334
private,Private memory,myth_game,Myth → Game,2,8,0.75,0.36833333333333335
private,Private memory,myth_game,Myth → Game,2,9,0.8,0.33755555555555555
private,Private memory,myth_game,Myth → Game,2,10,0.825,0.41666666666666663
private,Private memory,myth_game,Myth → Game,3,1,0.8,0.3359722222222222
private,Private memory,myth_game,Myth → Game,3,2,0.8,0.3219444444444444
private,Private memory,myth_game,Myth → Game,3,3,0.875,0.28928571428571426
private,Private memory,myth_game,Myth → Game,3,4,0.8500000000000001,0.37083333333333335
private,Private memory,myth_game,Myth → Game,3,5,0.8,0.3208333333333333
private,Private memory,myth_game,Myth → Game,3,6,0.95,0.320625
private,Private memory,myth_game,Myth → Game,3,7,1.0,0.4075
private,Private memory,myth_game,Myth → Game,3,8,0.9,0.3777083333333333
private,Private memory,myth_game,Myth → Game,3,9,0.95,0.35
private,Private memory,myth_game,Myth → Game,3,10,0.8999999999999999,0.3648333333333333
private,Private memory,myth_game,Myth → Game,4,1,0.75,0.42104166666666665
private,Private memory,myth_game,Myth → Game,4,2,0.7500000000000001,0.344375
private,Private memory,myth_game,Myth → Game,4,3,0.8,0.32238888888888884
private,Private memory,myth_game,Myth → Game,4,4,0.7000000000000001,0.3680555555555555
private,Private memory,myth_game,Myth → Game,4,5,0.825,0.373922619047619
private,Private memory,myth_game,Myth → Game,4,6,0.8,0.3333333333333333
private,Private memory,myth_game,Myth → Game,4,7,0.85,0.3097222222222222
private,Private memory,myth_game,Myth → Game,4,8,0.8999999999999999,0.3144166666666667
private,Private memory,myth_game,Myth → Game,4,9,1.0,0.31666666666666665
private,Private memory,myth_game,Myth → Game,4,10,0.95,0.2821666666666666
dossier,Current-partner dossier,game,Game only,0,1,0.65,0.33145833333333335
dossier,Current-partner dossier,game,Game only,0,2,0.875,0.3032407407407407
dossier,Current-partner dossier,game,Game only,0,3,0.825,0.2865079365079365
dossier,Current-partner dossier,game,Game only,0,4,0.65,0.2985416666666667
dossier,Current-partner dossier,game,Game only,0,5,0.95,0.307375
dossier,Current-partner dossier,game,Game only,0,6,0.8,0.3727083333333333
dossier,Current-partner dossier,game,Game only,0,7,0.7,0.37875000000000003
dossier,Current-partner dossier,game,Game only,0,8,0.775,0.28309523809523807
dossier,Current-partner dossier,game,Game only,0,9,0.65,0.4558333333333333
dossier,Current-partner dossier,game,Game only,0,10,0.7750000000000001,0.3773148148148148
dossier,Current-partner dossier,game,Game only,1,1,0.7,0.38180555555555556
dossier,Current-partner dossier,game,Game only,1,2,0.85,0.3125
dossier,Current-partner dossier,game,Game only,1,3,0.7,0.5111309523809524
dossier,Current-partner dossier,game,Game only,1,4,0.7249999999999999,0.33211309523809524
dossier,Current-partner dossier,game,Game only,1,5,0.75,0.4666666666666667
dossier,Current-partner dossier,game,Game only,1,6,0.8,0.41560846560846565
dossier,Current-partner dossier,game,Game only,1,7,0.625,0.4041666666666667
dossier,Current-partner dossier,game,Game only,1,8,0.7500000000000001,0.4895833333333333
dossier,Current-partner dossier,game,Game only,1,9,0.7,0.47023809523809523
dossier,Current-partner dossier,game,Game only,1,10,0.675,0.6041666666666666
dossier,Current-partner dossier,game,Game only,2,1,0.5499999999999999,0.3125
dossier,Current-partner dossier,game,Game only,2,2,0.8,0.29166666666666663
dossier,Current-partner dossier,game,Game only,2,3,0.725,0.2935185185185185
dossier,Current-partner dossier,game,Game only,2,4,0.45000000000000007,0.2916666666666667
dossier,Current-partner dossier,game,Game only,2,5,0.55,0.34722222222222215
dossier,Current-partner dossier,game,Game only,2,6,0.8,0.31666666666666665
dossier,Current-partner dossier,game,Game only,2,7,0.8500000000000001,0.43749999999999994
dossier,Current-partner dossier,game,Game only,2,8,0.85,0.45555555555555555
dossier,Current-partner dossier,game,Game only,2,9,0.8,0.44166666666666665
dossier,Current-partner dossier,game,Game only,2,10,0.9,0.4086458333333334
dossier,Current-partner dossier,game,Game only,3,1,0.5,0.2326388888888889
dossier,Current-partner dossier,game,Game only,3,2,0.75,0.3333333333333333
dossier,Current-partner dossier,game,Game only,3,3,0.8,0.3572222222222222
dossier,Current-partner dossier,game,Game only,3,4,0.65,0.47
dossier,Current-partner dossier,game,Game only,3,5,0.8999999999999999,0.4397916666666667
dossier,Current-partner dossier,game,Game only,3,6,0.75,0.43729166666666663
dossier,Current-partner dossier,game,Game only,3,7,0.75,0.4388888888888889
dossier,Current-partner dossier,game,Game only,3,8,0.8,0.4305555555555555
dossier,Current-partner dossier,game,Game only,3,9,0.8999999999999999,0.425
dossier,Current-partner dossier,game,Game only,3,10,0.7999999999999999,0.43416666666666665
dossier,Current-partner dossier,game,Game only,4,1,0.6000000000000001,0.41347222222222224
dossier,Current-partner dossier,game,Game only,4,2,0.875,0.3467592592592592
dossier,Current-partner dossier,game,Game only,4,3,0.6749999999999999,0.41805555555555557
dossier,Current-partner dossier,game,Game only,4,4,0.7,0.3322222222222222
dossier,Current-partner dossier,game,Game only,4,5,0.8374999999999999,0.4450292397660819
dossier,Current-partner dossier,game,Game only,4,6,0.75,0.4502083333333333
dossier,Current-partner dossier,game,Game only,4,7,0.8,0.43066666666666664
dossier,Current-partner dossier,game,Game only,4,8,0.8125000000000001,0.3960049019607843
dossier,Current-partner dossier,game,Game only,4,9,0.9,0.3568333333333333
dossier,Current-partner dossier,game,Game only,4,10,0.8875,0.3855087719298246
dossier,Current-partner dossier,myth_game,Myth → Game,1,1,0.7500000000000001,0.5109722222222223
dossier,Current-partner dossier,myth_game,Myth → Game,1,2,0.75,0.4141666666666667
dossier,Current-partner dossier,myth_game,Myth → Game,1,3,0.825,0.4943452380952381
dossier,Current-partner dossier,myth_game,Myth → Game,1,4,0.875,0.4546296296296296
dossier,Current-partner dossier,myth_game,Myth → Game,1,5,0.8,0.4652777777777778
dossier,Current-partner dossier,myth_game,Myth → Game,1,6,0.9,0.4666666666666667
dossier,Current-partner dossier,myth_game,Myth → Game,1,7,0.8,0.46736111111111106
dossier,Current-partner dossier,myth_game,Myth → Game,1,8,0.875,0.48888888888888893
dossier,Current-partner dossier,myth_game,Myth → Game,1,9,0.7,0.5729166666666666
dossier,Current-partner dossier,myth_game,Myth → Game,1,10,0.8500000000000001,0.4916666666666667
dossier,Current-partner dossier,myth_game,Myth → Game,2,1,0.8,0.3520833333333333
dossier,Current-partner dossier,myth_game,Myth → Game,2,2,0.7125,0.4107905982905983
dossier,Current-partner dossier,myth_game,Myth → Game,2,3,0.65,0.2986111111111111
dossier,Current-partner dossier,myth_game,Myth → Game,2,4,0.7875000000000001,0.3597222222222222
dossier,Current-partner dossier,myth_game,Myth → Game,2,5,0.875,0.3333333333333333
dossier,Current-partner dossier,myth_game,Myth → Game,2,6,0.8125,0.35204248366013075
dossier,Current-partner dossier,myth_game,Myth → Game,2,7,0.7250000000000001,0.41468253968253965
dossier,Current-partner dossier,myth_game,Myth → Game,2,8,0.95,0.36666666666666664
dossier,Current-partner dossier,myth_game,Myth → Game,2,9,0.875,0.42592592592592593
dossier,Current-partner dossier,myth_game,Myth → Game,2,10,0.825,0.4539682539682539
dossier,Current-partner dossier,myth_game,Myth → Game,3,1,0.8,0.4370833333333333
dossier,Current-partner dossier,myth_game,Myth → Game,3,2,0.7000000000000001,0.3972222222222222
dossier,Current-partner dossier,myth_game,Myth → Game,3,3,0.8,0.37523809523809526
dossier,Current-partner dossier,myth_game,Myth → Game,3,4,0.825,0.37842261904761904
dossier,Current-partner dossier,myth_game,Myth → Game,3,5,0.9,0.31270833333333337
dossier,Current-partner dossier,myth_game,Myth → Game,3,6,0.725,0.42925925925925923
dossier,Current-partner dossier,myth_game,Myth → Game,3,7,0.825,0.37210648148148145
dossier,Current-partner dossier,myth_game,Myth → Game,3,8,0.925,0.3899259259259259
dossier,Current-partner dossier,myth_game,Myth → Game,3,9,0.925,0.3460238095238095
dossier,Current-partner dossier,myth_game,Myth → Game,3,10,0.9,0.36687499999999995
dossier,Current-partner dossier,myth_game,Myth → Game,4,1,0.7000000000000001,0.41888888888888887
dossier,Current-partner dossier,myth_game,Myth → Game,4,2,0.75,0.3611111111111111
dossier,Current-partner dossier,myth_game,Myth → Game,4,3,0.75,0.3571428571428571
dossier,Current-partner dossier,myth_game,Myth → Game,4,4,0.7000000000000001,0.4389583333333333
dossier,Current-partner dossier,myth_game,Myth → Game,4,5,0.8999999999999999,0.4291666666666667
dossier,Current-partner dossier,myth_game,Myth → Game,4,6,0.8,0.48888888888888893
dossier,Current-partner dossier,myth_game,Myth → Game,4,7,0.95,0.4458333333333333
dossier,Current-partner dossier,myth_game,Myth → Game,4,8,0.9249999999999999,0.45694444444444443
dossier,Current-partner dossier,myth_game,Myth → Game,4,9,0.875,0.4982142857142857
dossier,Current-partner dossier,myth_game,Myth → Game,4,10,0.8999999999999999,0.44583333333333336
dossier,Current-partner dossier,myth_game,Myth → Game,0,1,0.75,0.46965277777777775
dossier,Current-partner dossier,myth_game,Myth → Game,0,2,0.7250000000000001,0.3214285714285714
dossier,Current-partner dossier,myth_game,Myth → Game,0,3,0.7625,0.31392156862745096
dossier,Current-partner dossier,myth_game,Myth → Game,0,4,0.8,0.41256944444444443
dossier,Current-partner dossier,myth_game,Myth → Game,0,5,0.9,0.29541666666666666
dossier,Current-partner dossier,myth_game,Myth → Game,0,6,0.8875,0.37205043859649123
dossier,Current-partner dossier,myth_game,Myth → Game,0,7,0.95,0.365625
dossier,Current-partner dossier,myth_game,Myth → Game,0,8,0.9,0.3022222222222222
dossier,Current-partner dossier,myth_game,Myth → Game,0,9,0.9249999999999999,0.33217592592592593
dossier,Current-partner dossier,myth_game,Myth → Game,0,10,0.95,0.31249999999999994
public_ledger,Public population ledger,game,Game only,0,1,0.44999999999999996,0.26722222222222225
public_ledger,Public population ledger,game,Game only,0,2,0.75,0.3506944444444444
public_ledger,Public population ledger,game,Game only,0,3,0.775,0.39175925925925925
public_ledger,Public population ledger,game,Game only,0,4,0.725,0.4013888888888889
public_ledger,Public population ledger,game,Game only,0,5,0.75,0.42361111111111105
public_ledger,Public population ledger,game,Game only,0,6,0.8,0.4127777777777778
public_ledger,Public population ledger,game,Game only,0,7,0.8,0.4611111111111111
public_ledger,Public population ledger,game,Game only,0,8,0.85,0.4581349206349206
public_ledger,Public population ledger,game,Game only,0,9,0.8,0.5520833333333334
public_ledger,Public population ledger,game,Game only,0,10,0.8125000000000001,0.44412990196078433
public_ledger,Public population ledger,game,Game only,1,1,0.4,0.3204166666666666
public_ledger,Public population ledger,game,Game only,1,2,0.7250000000000001,0.3928333333333333
public_ledger,Public population ledger,game,Game only,1,3,0.6249999999999999,0.6507936507936508
public_ledger,Public population ledger,game,Game only,1,4,0.625,0.4444444444444444
public_ledger,Public population ledger,game,Game only,1,5,0.7500000000000001,0.4444444444444444
public_ledger,Public population ledger,game,Game only,1,6,0.675,0.5277777777777777
public_ledger,Public population ledger,game,Game only,1,7,0.7000000000000001,0.3958333333333333
public_ledger,Public population ledger,game,Game only,1,8,0.7749999999999999,0.4718253968253968
public_ledger,Public population ledger,game,Game only,1,9,0.8,0.5208333333333334
public_ledger,Public population ledger,game,Game only,1,10,0.65,0.5833333333333334
public_ledger,Public population ledger,game,Game only,2,1,0.45000000000000007,0.28541666666666665
public_ledger,Public population ledger,game,Game only,2,2,0.675,0.44999999999999996
public_ledger,Public population ledger,game,Game only,2,3,0.7749999999999999,0.4039351851851852
public_ledger,Public population ledger,game,Game only,2,4,0.65,0.4558333333333333
public_ledger,Public population ledger,game,Game only,2,5,0.875,0.42074074074074075
public_ledger,Public population ledger,game,Game only,2,6,0.8500000000000001,0.4375
public_ledger,Public population ledger,game,Game only,2,7,0.8999999999999999,0.5333333333333333
public_ledger,Public population ledger,game,Game only,2,8,0.7999999999999999,0.47800925925925924
public_ledger,Public population ledger,game,Game only,2,9,0.775,0.5261210317460316
public_ledger,Public population ledger,game,Game only,2,10,0.7749999999999999,0.5223214285714286
public_ledger,Public population ledger,game,Game only,3,1,0.5,0.21458333333333335
public_ledger,Public population ledger,game,Game only,3,2,0.8,0.31729166666666664
public_ledger,Public population ledger,game,Game only,3,3,0.775,0.37016666666666664
public_ledger,Public population ledger,game,Game only,3,4,0.8,0.33749999999999997
public_ledger,Public population ledger,game,Game only,3,5,0.75,0.33916666666666667
public_ledger,Public population ledger,game,Game only,3,6,0.85,0.5021666666666667
public_ledger,Public population ledger,game,Game only,3,7,0.8,0.41701388888888885
public_ledger,Public population ledger,game,Game only,3,8,0.7,0.5252083333333333
public_ledger,Public population ledger,game,Game only,3,9,0.95,0.4297916666666667
public_ledger,Public population ledger,game,Game only,3,10,0.65,0.5305555555555556
public_ledger,Public population ledger,game,Game only,4,1,0.6,0.4836111111111111
public_ledger,Public population ledger,game,Game only,4,2,0.65,0.3819444444444444
public_ledger,Public population ledger,game,Game only,4,3,0.75,0.36180555555555555
public_ledger,Public population ledger,game,Game only,4,4,0.7,0.5281746031746032
public_ledger,Public population ledger,game,Game only,4,5,0.7000000000000001,0.4635416666666667
public_ledger,Public population ledger,game,Game only,4,6,0.875,0.5092592592592593
public_ledger,Public population ledger,game,Game only,4,7,0.95,0.48333333333333334
public_ledger,Public population ledger,game,Game only,4,8,0.75,0.5121296296296296
public_ledger,Public population ledger,game,Game only,4,9,0.85,0.4152777777777778
public_ledger,Public population ledger,game,Game only,4,10,0.875,0.4851388888888889
public_ledger,Public population ledger,myth_game,Myth → Game,0,1,0.75,0.3894444444444444
public_ledger,Public population ledger,myth_game,Myth → Game,0,2,0.7749999999999999,0.3973214285714286
public_ledger,Public population ledger,myth_game,Myth → Game,0,3,0.7,0.4854166666666666
public_ledger,Public population ledger,myth_game,Myth → Game,0,4,0.75,0.4222222222222222
public_ledger,Public population ledger,myth_game,Myth → Game,0,5,0.7749999999999999,0.48541666666666666
public_ledger,Public population ledger,myth_game,Myth → Game,0,6,0.8250000000000001,0.5309193121693121
public_ledger,Public population ledger,myth_game,Myth → Game,0,7,0.8,0.5305555555555554
public_ledger,Public population ledger,myth_game,Myth → Game,0,8,0.8250000000000001,0.5462962962962963
public_ledger,Public population ledger,myth_game,Myth → Game,0,9,0.8500000000000001,0.575
public_ledger,Public population ledger,myth_game,Myth → Game,0,10,0.9,0.5648148148148148
public_ledger,Public population ledger,myth_game,Myth → Game,1,1,0.8,0.4166666666666667
public_ledger,Public population ledger,myth_game,Myth → Game,1,2,0.7000000000000001,0.4488888888888889
public_ledger,Public population ledger,myth_game,Myth → Game,1,3,0.75,0.5268055555555555
public_ledger,Public population ledger,myth_game,Myth → Game,1,4,0.75,0.47767857142857145
public_ledger,Public population ledger,myth_game,Myth → Game,1,5,0.8999999999999999,0.45416666666666666
public_ledger,Public population ledger,myth_game,Myth → Game,1,6,0.7,0.5720833333333333
public_ledger,Public population ledger,myth_game,Myth → Game,1,7,0.7750000000000001,0.4761904761904762
public_ledger,Public population ledger,myth_game,Myth → Game,1,8,0.825,0.5547619047619048
public_ledger,Public population ledger,myth_game,Myth → Game,1,9,0.8500000000000001,0.5541666666666667
public_ledger,Public population ledger,myth_game,Myth → Game,1,10,0.8,0.5833333333333334
public_ledger,Public population ledger,myth_game,Myth → Game,2,1,0.7000000000000001,0.44138888888888894
public_ledger,Public population ledger,myth_game,Myth → Game,2,2,0.675,0.4802777777777777
public_ledger,Public population ledger,myth_game,Myth → Game,2,3,0.75,0.3896825396825397
public_ledger,Public population ledger,myth_game,Myth → Game,2,4,0.75,0.3333333333333333
public_ledger,Public population ledger,myth_game,Myth → Game,2,5,0.875,0.3568518518518518
public_ledger,Public population ledger,myth_game,Myth → Game,2,6,0.65,0.3849206349206349
public_ledger,Public population ledger,myth_game,Myth → Game,2,7,0.7,0.4652777777777778
public_ledger,Public population ledger,myth_game,Myth → Game,2,8,0.7500000000000001,0.45138888888888895
public_ledger,Public population ledger,myth_game,Myth → Game,2,9,0.75,0.44659391534391535
public_ledger,Public population ledger,myth_game,Myth → Game,2,10,0.825,0.4202380952380952
public_ledger,Public population ledger,myth_game,Myth → Game,3,1,0.8,0.444375
public_ledger,Public population ledger,myth_game,Myth → Game,3,2,0.8,0.4418888888888889
public_ledger,Public population ledger,myth_game,Myth → Game,3,3,0.8500000000000001,0.4736111111111111
public_ledger,Public population ledger,myth_game,Myth → Game,3,4,0.8,0.4947916666666667
public_ledger,Public population ledger,myth_game,Myth → Game,3,5,0.9,0.5183333333333333
public_ledger,Public population ledger,myth_game,Myth → Game,3,6,0.8500000000000001,0.5458333333333334
public_ledger,Public population ledger,myth_game,Myth → Game,3,7,0.875,0.6208333333333332
public_ledger,Public population ledger,myth_game,Myth → Game,3,8,0.9,0.6
public_ledger,Public population ledger,myth_game,Myth → Game,3,9,0.9249999999999999,0.5465277777777777
public_ledger,Public population ledger,myth_game,Myth → Game,3,10,0.8,0.5458333333333333
public_ledger,Public population ledger,myth_game,Myth → Game,4,1,0.7500000000000001,0.5848611111111112
public_ledger,Public population ledger,myth_game,Myth → Game,4,2,0.65,0.51875
public_ledger,Public population ledger,myth_game,Myth → Game,4,3,0.7000000000000001,0.4888888888888889
public_ledger,Public population ledger,myth_game,Myth → Game,4,4,0.625,0.5304861111111111
public_ledger,Public population ledger,myth_game,Myth → Game,4,5,0.8,0.5585416666666667
public_ledger,Public population ledger,myth_game,Myth → Game,4,6,0.725,0.5788690476190477
public_ledger,Public population ledger,myth_game,Myth → Game,4,7,0.825,0.5332142857142858
public_ledger,Public population ledger,myth_game,Myth → Game,4,8,0.8,0.4770833333333333
public_ledger,Public population ledger,myth_game,Myth → Game,4,9,0.875,0.49861111111111106
public_ledger,Public population ledger,myth_game,Myth → Game,4,10,0.8250000000000001,0.4957638888888889
