artifact,path
trajectory_plotting_individual/game_only/myth_causal_noise_negative2_informed_claude_topup_001_neutral_rep01/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/game_only/myth_causal_noise_negative2_informed_claude_topup_001_neutral_rep01/trajectory_1_numerical.png
trajectory_plotting_individual/game_only/myth_causal_noise_negative2_informed_claude_topup_002_neutral_rep02/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/game_only/myth_causal_noise_negative2_informed_claude_topup_002_neutral_rep02/trajectory_1_numerical.png
trajectory_plotting_individual/game_only/myth_causal_noise_negative2_informed_claude_topup_003_neutral_rep03/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/game_only/myth_causal_noise_negative2_informed_claude_topup_003_neutral_rep03/trajectory_1_numerical.png
trajectory_plotting_individual/game_only/myth_causal_noise_negative2_informed_claude_topup_004_neutral_rep04/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/game_only/myth_causal_noise_negative2_informed_claude_topup_004_neutral_rep04/trajectory_1_numerical.png
trajectory_plotting_individual/game_only/myth_causal_noise_negative2_informed_claude_topup_005_neutral_rep05/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/game_only/myth_causal_noise_negative2_informed_claude_topup_005_neutral_rep05/trajectory_1_numerical.png
trajectory_plotting_individual/game_only/myth_causal_noise_negative2_informed_claude_topup_006_neutral_rep06/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/game_only/myth_causal_noise_negative2_informed_claude_topup_006_neutral_rep06/trajectory_1_numerical.png
trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_pilot_003_neutral_rep00_myth_control_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_pilot_003_neutral_rep00_myth_control_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_pilot_004_neutral_rep01_myth_control_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_pilot_004_neutral_rep01_myth_control_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_pilot_005_neutral_rep02_myth_control_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_pilot_005_neutral_rep02_myth_control_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_007_neutral_rep00_myth_control_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_007_neutral_rep00_myth_control_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_008_neutral_rep01_myth_control_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_008_neutral_rep01_myth_control_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_009_neutral_rep02_myth_control_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_009_neutral_rep02_myth_control_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_010_neutral_rep03_myth_control_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_010_neutral_rep03_myth_control_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_011_neutral_rep04_myth_control_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_011_neutral_rep04_myth_control_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_012_neutral_rep05_myth_control_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_012_neutral_rep05_myth_control_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_013_neutral_rep06_myth_control_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_control/myth_causal_noise_negative2_informed_claude_topup_013_neutral_rep06_myth_control_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_pilot_006_neutral_rep00_myth_game_directive_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_pilot_006_neutral_rep00_myth_game_directive_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_pilot_007_neutral_rep01_myth_game_directive_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_pilot_007_neutral_rep01_myth_game_directive_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_pilot_008_neutral_rep02_myth_game_directive_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_pilot_008_neutral_rep02_myth_game_directive_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_014_neutral_rep00_myth_game_directive_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_014_neutral_rep00_myth_game_directive_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_015_neutral_rep01_myth_game_directive_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_015_neutral_rep01_myth_game_directive_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_016_neutral_rep02_myth_game_directive_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_016_neutral_rep02_myth_game_directive_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_017_neutral_rep03_myth_game_directive_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_017_neutral_rep03_myth_game_directive_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_018_neutral_rep04_myth_game_directive_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_018_neutral_rep04_myth_game_directive_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_019_neutral_rep05_myth_game_directive_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_019_neutral_rep05_myth_game_directive_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_020_neutral_rep06_myth_game_directive_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative2_informed_claude_combined/trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative2_informed_claude_topup_020_neutral_rep06_myth_game_directive_anything/trajectory_1_numerical.png
