replicate_id,round,investor_id,trustee_id,target_type,send_ratio,received_visible,returned_visible,visible_return_ratio,deduction_spent,any_deduction,adequate_half_return
73,3,Agent_2,Agent_6,standard,1.0,15.0,8.1,0.5399999999999999,0,0.0,1.0
73,3,Agent_3,Agent_5,defector,1.0,14.07,0.66,0.046908315565031986,2,1.0,0.0
73,3,Agent_4,Agent_8,standard,1.0,12.99,6.1,0.4695919938414164,0,0.0,0.0
73,3,Agent_7,Agent_1,defector,1.0,15.0,0.07,0.004666666666666667,2,1.0,0.0
73,4,Agent_6,Agent_3,standard,1.0,15.0,8.4,0.56,0,0.0,1.0
73,4,Agent_8,Agent_2,standard,1.0,13.74,8.91,0.648471615720524,0,0.0,1.0
73,5,Agent_6,Agent_4,standard,1.0,15.0,10.93,0.7286666666666667,0,0.0,1.0
73,5,Agent_7,Agent_3,standard,1.0,15.0,7.63,0.5086666666666667,0,0.0,1.0
73,6,Agent_2,Agent_7,standard,1.0,13.5,6.48,0.48000000000000004,0,0.0,0.0
73,6,Agent_3,Agent_1,defector,1.0,14.879999999999999,0.0,0.0,2,1.0,0.0
73,6,Agent_4,Agent_5,defector,1.0,13.14,0.0,0.0,2,1.0,0.0
73,6,Agent_8,Agent_6,standard,1.0,14.16,9.39,0.663135593220339,0,0.0,1.0
73,7,Agent_2,Agent_6,standard,1.0,15.0,9.0,0.6,0,0.0,1.0
73,7,Agent_3,Agent_4,standard,1.0,15.0,0.0,0.0,2,1.0,0.0
73,8,Agent_4,Agent_2,standard,0.0,0.75,0.0,0.0,0,0.0,0.0
73,8,Agent_6,Agent_1,defector,1.0,15.0,0.0,0.0,2,1.0,0.0
73,8,Agent_7,Agent_3,standard,1.0,14.940000000000001,8.41,0.5629183400267738,0,0.0,1.0
73,8,Agent_8,Agent_5,defector,1.0,13.02,0.69,0.052995391705069124,2,1.0,0.0
73,9,Agent_2,Agent_3,standard,1.0,15.0,8.27,0.5513333333333333,0,0.0,1.0
73,9,Agent_4,Agent_6,standard,0.0,1.98,0.0,0.0,0,0.0,0.0
73,9,Agent_8,Agent_7,standard,0.0,2.0100000000000002,0.0,0.0,0,0.0,0.0
73,10,Agent_3,Agent_8,standard,1.0,14.309999999999999,8.06,0.5632424877707898,0,0.0,1.0
73,10,Agent_6,Agent_2,standard,1.0,12.84,8.39,0.6534267912772587,0,0.0,1.0
73,10,Agent_7,Agent_4,standard,1.0,14.22,7.63,0.5365682137834036,0,0.0,1.0
74,1,Agent_1,Agent_7,standard,1.0,14.43,6.81,0.4719334719334719,0,0.0,0.0
74,1,Agent_4,Agent_3,defector,1.0,15.0,0.0,0.0,2,1.0,0.0
74,1,Agent_5,Agent_2,defector,1.0,14.190000000000001,0.0,0.0,2,1.0,0.0
74,1,Agent_8,Agent_6,standard,1.0,15.0,8.69,0.5793333333333333,0,0.0,1.0
74,2,Agent_6,Agent_4,standard,1.0,15.0,7.91,0.5273333333333333,0,0.0,1.0
74,2,Agent_7,Agent_5,standard,1.0,12.75,7.89,0.6188235294117647,0,0.0,1.0
74,3,Agent_1,Agent_8,standard,1.0,12.899999999999999,5.45,0.42248062015503884,0,0.0,0.0
74,3,Agent_4,Agent_5,standard,1.0,13.32,6.74,0.506006006006006,0,0.0,1.0
74,3,Agent_7,Agent_6,standard,1.0,15.0,7.08,0.47200000000000003,0,0.0,0.0
74,4,Agent_5,Agent_3,defector,1.0,15.0,0.32,0.021333333333333333,2,1.0,0.0
74,4,Agent_6,Agent_1,standard,1.0,13.350000000000001,6.21,0.4651685393258426,0,0.0,0.0
74,4,Agent_8,Agent_4,standard,1.0,13.200000000000001,7.79,0.5901515151515151,0,0.0,1.0
74,5,Agent_6,Agent_5,standard,1.0,15.0,8.04,0.5359999999999999,0,0.0,1.0
74,5,Agent_7,Agent_4,standard,1.0,14.700000000000001,7.63,0.519047619047619,0,0.0,1.0
74,6,Agent_1,Agent_6,standard,1.0,13.200000000000001,6.55,0.49621212121212116,0,0.0,0.0
74,6,Agent_4,Agent_2,defector,1.0,15.0,0.59,0.03933333333333333,2,1.0,0.0
74,6,Agent_5,Agent_3,defector,1.0,15.0,0.7,0.04666666666666666,2,1.0,0.0
74,6,Agent_8,Agent_7,standard,1.0,15.0,6.94,0.46266666666666667,0,0.0,0.0
74,7,Agent_1,Agent_5,standard,1.0,15.0,0.0,0.0,2,1.0,0.0
74,7,Agent_4,Agent_7,standard,0.0,0.0,0.0,,0,0.0,0.0
74,7,Agent_8,Agent_2,defector,1.0,15.0,0.57,0.038,2,1.0,0.0
74,8,Agent_5,Agent_1,standard,0.0,0.0,0.0,,0,0.0,0.0
74,8,Agent_6,Agent_8,standard,1.0,15.0,8.43,0.5619999999999999,0,0.0,1.0
74,8,Agent_7,Agent_3,defector,0.0,1.53,0.0,0.0,0,0.0,0.0
74,9,Agent_4,Agent_1,standard,1.0,12.690000000000001,12.41,0.9779353821907012,0,0.0,1.0
74,9,Agent_8,Agent_5,standard,1.0,15.0,6.88,0.45866666666666667,0,0.0,0.0
74,10,Agent_1,Agent_4,standard,1.0,12.330000000000002,6.99,0.5669099756690997,0,0.0,1.0
74,10,Agent_5,Agent_2,defector,1.0,14.25,0.39,0.02736842105263158,2,1.0,0.0
74,10,Agent_6,Agent_3,defector,1.0,15.0,0.43,0.028666666666666667,2,1.0,0.0
74,10,Agent_7,Agent_8,standard,1.0,13.89,6.2,0.44636429085673146,0,0.0,0.0
75,1,Agent_2,Agent_1,standard,1.0,15.0,7.13,0.47533333333333333,0,0.0,0.0
75,1,Agent_3,Agent_7,standard,1.0,15.0,7.85,0.5233333333333333,0,0.0,1.0
75,2,Agent_1,Agent_8,defector,1.0,15.0,0.0,0.0,2,1.0,0.0
75,2,Agent_4,Agent_3,standard,1.0,15.0,7.37,0.49133333333333334,0,0.0,0.0
75,2,Agent_6,Agent_2,standard,1.0,15.0,7.24,0.4826666666666667,0,0.0,0.0
75,2,Agent_7,Agent_5,defector,1.0,15.0,0.69,0.046,2,1.0,0.0
75,3,Agent_3,Agent_6,standard,1.0,15.0,7.54,0.5026666666666667,0,0.0,1.0
75,3,Agent_4,Agent_8,defector,1.0,12.93,0.0,0.0,2,1.0,0.0
75,3,Agent_7,Agent_2,standard,0.0,0.0,0.0,,0,0.0,0.0
75,4,Agent_1,Agent_7,standard,1.0,14.28,6.63,0.4642857142857143,0,0.0,0.0
75,4,Agent_2,Agent_5,defector,1.0,12.18,0.0,0.0,2,1.0,0.0
75,4,Agent_6,Agent_4,standard,1.0,15.0,6.58,0.43866666666666665,0,0.0,0.0
75,5,Agent_2,Agent_3,standard,0.0,0.24,0.0,0.0,0,0.0,0.0
75,5,Agent_4,Agent_1,standard,1.0,14.91,7.45,0.4996646545942321,0,0.0,0.0
75,5,Agent_6,Agent_7,standard,1.0,14.100000000000001,8.01,0.5680851063829786,0,0.0,1.0
75,6,Agent_1,Agent_6,standard,1.0,15.0,7.77,0.518,0,0.0,1.0
75,6,Agent_3,Agent_5,defector,1.0,15.0,0.65,0.043333333333333335,0,0.0,0.0
75,6,Agent_7,Agent_4,standard,1.0,15.0,7.49,0.49933333333333335,0,0.0,0.0
75,7,Agent_1,Agent_3,standard,1.0,15.0,7.03,0.4686666666666667,0,0.0,0.0
75,7,Agent_4,Agent_2,standard,1.0,12.09,6.52,0.5392886683209264,0,0.0,1.0
75,7,Agent_7,Agent_6,standard,1.0,14.79,7.23,0.488843813387424,0,0.0,0.0
75,8,Agent_2,Agent_4,standard,1.0,15.0,6.59,0.4393333333333333,0,0.0,0.0
75,8,Agent_3,Agent_7,standard,1.0,15.0,8.47,0.5646666666666668,0,0.0,1.0
75,8,Agent_6,Agent_8,defector,1.0,15.0,0.0,0.0,2,1.0,0.0
75,9,Agent_1,Agent_2,standard,1.0,12.51,5.97,0.47721822541966424,0,0.0,0.0
75,9,Agent_3,Agent_6,standard,1.0,12.54,0.0,0.0,2,1.0,0.0
75,9,Agent_4,Agent_5,defector,1.0,15.0,0.46,0.03066666666666667,2,1.0,0.0
75,9,Agent_7,Agent_8,defector,1.0,14.04,0.68,0.04843304843304844,2,1.0,0.0
75,10,Agent_2,Agent_3,standard,1.0,13.86,5.99,0.4321789321789322,0,0.0,0.0
75,10,Agent_6,Agent_4,standard,1.0,13.620000000000001,5.82,0.42731277533039647,0,0.0,0.0
76,1,Agent_1,Agent_2,standard,1.0,15.0,8.5,0.5666666666666667,0,0.0,1.0
76,1,Agent_7,Agent_8,standard,1.0,13.29,6.62,0.4981188863807374,0,0.0,0.0
76,2,Agent_2,Agent_6,defector,1.0,15.0,0.51,0.034,2,1.0,0.0
76,2,Agent_3,Agent_7,standard,1.0,13.26,6.0,0.45248868778280543,0,0.0,0.0
76,2,Agent_5,Agent_4,defector,1.0,13.98,0.0,0.0,2,1.0,0.0
76,2,Agent_8,Agent_1,standard,1.0,15.0,7.9,0.5266666666666667,0,0.0,1.0
76,3,Agent_7,Agent_5,standard,1.0,12.0,6.81,0.5675,0,0.0,1.0
76,3,Agent_8,Agent_3,standard,1.0,15.0,7.81,0.5206666666666666,0,0.0,1.0
76,4,Agent_1,Agent_4,defector,1.0,13.919999999999998,0.0,0.0,2,1.0,0.0
76,4,Agent_2,Agent_7,standard,1.0,15.0,7.36,0.4906666666666667,0,0.0,0.0
76,4,Agent_3,Agent_6,defector,1.0,15.0,0.97,0.06466666666666666,2,1.0,0.0
76,4,Agent_5,Agent_8,standard,1.0,14.07,7.61,0.5408670931058991,0,0.0,1.0
76,5,Agent_2,Agent_8,standard,1.0,15.0,6.76,0.45066666666666666,0,0.0,0.0
76,5,Agent_3,Agent_6,defector,0.0,0.0,0.0,,0,0.0,0.0
76,5,Agent_5,Agent_1,standard,1.0,15.0,7.56,0.504,0,0.0,1.0
76,6,Agent_1,Agent_3,standard,1.0,12.330000000000002,5.87,0.4760746147607461,0,0.0,0.0
76,6,Agent_7,Agent_2,standard,1.0,15.0,6.66,0.444,0,0.0,0.0
76,6,Agent_8,Agent_4,defector,1.0,15.0,0.01,0.0006666666666666666,2,1.0,0.0
76,7,Agent_1,Agent_7,standard,1.0,14.580000000000002,6.76,0.4636488340192043,0,0.0,0.0
76,7,Agent_5,Agent_2,standard,1.0,12.18,5.55,0.45566502463054187,0,0.0,0.0
76,7,Agent_8,Agent_6,defector,0.0,0.0,0.0,,0,0.0,0.0
76,8,Agent_2,Agent_1,standard,1.0,12.629999999999999,5.9,0.46714172604908955,0,0.0,0.0
76,8,Agent_3,Agent_5,standard,1.0,15.0,7.05,0.47,0,0.0,0.0
76,8,Agent_7,Agent_8,standard,1.0,12.93,6.87,0.531322505800464,0,0.0,1.0
76,9,Agent_1,Agent_8,standard,1.0,15.0,7.69,0.5126666666666667,0,0.0,1.0
76,9,Agent_2,Agent_3,standard,1.0,15.0,7.72,0.5146666666666666,0,0.0,1.0
76,10,Agent_3,Agent_1,standard,1.0,13.29,6.01,0.45221971407072986,0,0.0,0.0
76,10,Agent_5,Agent_2,standard,1.0,12.600000000000001,5.99,0.4753968253968254,0,0.0,0.0
76,10,Agent_7,Agent_6,defector,1.0,15.0,0.97,0.06466666666666666,0,0.0,0.0
76,10,Agent_8,Agent_4,defector,1.0,15.0,0.0,0.0,2,1.0,0.0
77,1,Agent_6,Agent_1,standard,1.0,15.0,7.73,0.5153333333333333,0,0.0,1.0
77,1,Agent_8,Agent_4,standard,1.0,12.75,6.36,0.4988235294117647,0,0.0,0.0
77,2,Agent_1,Agent_3,defector,1.0,13.379999999999999,0.0,0.0,2,1.0,0.0
77,2,Agent_2,Agent_6,standard,1.0,12.629999999999999,7.86,0.6223277909738718,0,0.0,1.0
77,2,Agent_4,Agent_5,defector,1.0,12.690000000000001,0.0,0.0,2,1.0,0.0
77,2,Agent_7,Agent_8,standard,1.0,15.0,7.56,0.504,0,0.0,1.0
77,3,Agent_1,Agent_5,defector,0.0,0.0,0.0,,0,0.0,0.0
77,3,Agent_4,Agent_6,standard,0.0,0.0,0.0,,0,0.0,0.0
77,3,Agent_7,Agent_3,defector,1.0,15.0,0.56,0.037333333333333336,2,1.0,0.0
77,3,Agent_8,Agent_2,standard,1.0,12.149999999999999,8.25,0.6790123456790125,0,0.0,1.0
77,4,Agent_2,Agent_7,standard,1.0,12.09,6.76,0.5591397849462365,0,0.0,1.0
77,4,Agent_6,Agent_8,standard,1.0,14.97,7.81,0.5217100868403474,0,0.0,1.0
77,5,Agent_4,Agent_2,standard,1.0,15.0,9.67,0.6446666666666666,0,0.0,1.0
77,5,Agent_6,Agent_7,standard,1.0,12.18,5.28,0.43349753694581283,0,0.0,0.0
77,5,Agent_8,Agent_1,standard,1.0,14.73,6.66,0.45213849287169044,0,0.0,0.0
77,6,Agent_1,Agent_4,standard,1.0,12.09,7.61,0.6294458229942101,0,0.0,1.0
77,6,Agent_2,Agent_8,standard,1.0,15.0,6.89,0.4593333333333333,0,0.0,0.0
77,6,Agent_7,Agent_6,standard,1.0,12.75,6.14,0.4815686274509804,0,0.0,0.0
77,7,Agent_2,Agent_1,standard,1.0,12.24,5.69,0.46486928104575165,0,0.0,0.0
77,7,Agent_6,Agent_7,standard,1.0,12.75,7.06,0.5537254901960784,0,0.0,1.0
77,8,Agent_1,Agent_5,defector,1.0,15.0,0.0,0.0,2,1.0,0.0
77,8,Agent_4,Agent_2,standard,1.0,15.0,10.19,0.6793333333333333,0,0.0,1.0
77,8,Agent_7,Agent_3,defector,1.0,15.0,0.0,0.0,2,1.0,0.0
77,8,Agent_8,Agent_6,standard,1.0,15.0,7.06,0.4706666666666666,0,0.0,0.0
77,9,Agent_1,Agent_7,standard,0.0,0.33,0.0,0.0,0,0.0,0.0
77,9,Agent_2,Agent_5,defector,1.0,15.0,0.15,0.01,2,1.0,0.0
77,9,Agent_6,Agent_3,defector,1.0,14.25,0.21,0.014736842105263158,2,1.0,0.0
77,9,Agent_8,Agent_4,standard,1.0,15.0,9.3,0.62,0,0.0,1.0
77,10,Agent_4,Agent_6,standard,1.0,15.0,7.76,0.5173333333333333,0,0.0,1.0
77,10,Agent_7,Agent_2,standard,0.0,2.43,0.0,0.0,0,0.0,0.0
78,1,Agent_2,Agent_6,standard,1.0,14.73,7.59,0.515274949083503,0,0.0,1.0
78,1,Agent_5,Agent_7,standard,1.0,15.0,6.45,0.43,0,0.0,0.0
78,1,Agent_8,Agent_1,defector,1.0,15.0,0.0,0.0,2,1.0,0.0
78,2,Agent_3,Agent_5,standard,1.0,15.0,8.07,0.538,0,0.0,1.0
78,2,Agent_6,Agent_8,standard,1.0,15.0,8.05,0.5366666666666667,0,0.0,1.0
78,2,Agent_7,Agent_2,standard,1.0,15.0,8.07,0.538,0,0.0,1.0
78,3,Agent_5,Agent_8,standard,1.0,12.96,6.37,0.4915123456790123,0,0.0,0.0
78,3,Agent_6,Agent_3,standard,1.0,15.0,7.68,0.512,0,0.0,1.0
78,3,Agent_7,Agent_1,defector,1.0,14.190000000000001,0.32,0.022551092318534176,2,1.0,0.0
78,4,Agent_2,Agent_6,standard,1.0,15.0,8.23,0.5486666666666667,0,0.0,1.0
78,4,Agent_3,Agent_7,standard,1.0,14.34,7.77,0.5418410041841004,0,0.0,1.0
78,4,Agent_8,Agent_4,defector,1.0,15.0,0.28,0.018666666666666668,2,1.0,0.0
78,5,Agent_2,Agent_8,standard,1.0,15.0,6.55,0.43666666666666665,0,0.0,0.0
78,5,Agent_3,Agent_1,defector,1.0,15.0,0.0,0.0,2,1.0,0.0
78,5,Agent_5,Agent_7,standard,1.0,15.0,6.7,0.44666666666666666,0,0.0,0.0
78,6,Agent_6,Agent_5,standard,1.0,15.0,8.29,0.5526666666666666,0,0.0,1.0
78,6,Agent_7,Agent_4,defector,1.0,15.0,0.0,0.0,2,1.0,0.0
78,6,Agent_8,Agent_3,standard,1.0,13.830000000000002,6.68,0.4830079537237888,0,0.0,0.0
78,7,Agent_5,Agent_3,standard,1.0,15.0,8.42,0.5613333333333334,0,0.0,1.0
78,7,Agent_6,Agent_1,defector,1.0,15.0,0.0,0.0,2,1.0,0.0
78,7,Agent_8,Agent_7,standard,1.0,15.0,8.11,0.5406666666666666,0,0.0,1.0
78,8,Agent_2,Agent_5,standard,1.0,14.07,7.95,0.5650319829424307,0,0.0,1.0
78,8,Agent_3,Agent_4,defector,1.0,14.25,0.95,0.06666666666666667,0,0.0,0.0
78,8,Agent_7,Agent_6,standard,1.0,14.580000000000002,7.93,0.5438957475994513,0,0.0,1.0
78,9,Agent_2,Agent_1,defector,1.0,15.0,0.54,0.036000000000000004,0,0.0,0.0
78,9,Agent_5,Agent_4,defector,1.0,13.29,0.0,0.0,2,1.0,0.0
78,9,Agent_7,Agent_3,standard,1.0,15.0,7.71,0.514,0,0.0,1.0
78,9,Agent_8,Agent_6,standard,1.0,15.0,6.55,0.43666666666666665,0,0.0,0.0
78,10,Agent_3,Agent_2,standard,1.0,15.0,7.7,0.5133333333333333,0,0.0,1.0
78,10,Agent_6,Agent_7,standard,1.0,15.0,6.62,0.44133333333333336,0,0.0,0.0
79,1,Agent_2,Agent_1,standard,1.0,15.0,7.21,0.4806666666666667,0,0.0,0.0
79,1,Agent_6,Agent_5,standard,1.0,15.0,7.58,0.5053333333333333,0,0.0,1.0
79,2,Agent_1,Agent_4,defector,1.0,15.0,0.0,0.0,2,1.0,0.0
79,2,Agent_5,Agent_6,standard,1.0,15.0,7.41,0.494,0,0.0,0.0
79,2,Agent_7,Agent_3,defector,1.0,13.47,0.0,0.0,2,1.0,0.0
79,2,Agent_8,Agent_2,standard,1.0,12.84,8.16,0.6355140186915889,0,0.0,1.0
79,3,Agent_6,Agent_2,standard,1.0,13.919999999999998,8.45,0.6070402298850575,0,0.0,1.0
79,3,Agent_7,Agent_5,standard,1.0,15.0,8.73,0.5820000000000001,0,0.0,1.0
79,3,Agent_8,Agent_1,standard,1.0,12.600000000000001,6.77,0.5373015873015872,0,0.0,1.0
79,4,Agent_1,Agent_6,standard,1.0,12.51,7.98,0.6378896882494005,0,0.0,1.0
79,4,Agent_2,Agent_7,standard,1.0,15.0,7.73,0.5153333333333333,0,0.0,1.0
79,4,Agent_5,Agent_8,standard,1.0,14.309999999999999,6.95,0.48567435359888195,0,0.0,0.0
79,5,Agent_2,Agent_7,standard,1.0,12.27,5.74,0.46780766096169524,0,0.0,0.0
