condition,condition_label,replicate_id,round,investor_id,trustee_id,target_type,send_ratio,actual_return_ratio,visible_return_ratio,deduction_spent,any_deduction,max_deduction,adequate_half_return,deduction_after_half_return,deduction_actual_loss
control,0% defectors,62,2,Agent_1,Agent_6,standard,0.8,0.3333333333333333,0.28978978978978975,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,62,2,Agent_2,Agent_3,standard,0.5,0.4666666666666667,0.40291806958473625,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,62,2,Agent_4,Agent_8,standard,0.8,0.3333333333333333,0.3968253968253968,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,62,2,Agent_7,Agent_5,standard,0.5,0.4,0.31974921630094044,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,62,3,Agent_1,Agent_2,standard,1.0,0.3333333333333333,0.37133333333333335,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,3,Agent_3,Agent_4,standard,1.0,0.4666666666666667,0.43,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,3,Agent_7,Agent_6,standard,0.8,0.4166666666666667,0.3818321785989222,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,3,Agent_8,Agent_5,standard,1.0,0.3333333333333333,0.3766666666666667,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,4,Agent_2,Agent_7,standard,0.6,0.5555555555555556,0.6069489685124865,2,1.0,1.0,1.0,1.0,4.0
control,0% defectors,62,4,Agent_4,Agent_1,standard,1.0,0.6,0.5453929539295393,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,62,4,Agent_5,Agent_3,standard,0.8,0.3333333333333333,0.30363036303630364,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,62,4,Agent_6,Agent_8,standard,0.8,0.3333333333333333,0.39704524469067404,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,62,5,Agent_1,Agent_7,standard,1.0,0.4,0.4538520213577422,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,62,5,Agent_3,Agent_4,standard,1.0,0.6,0.5926666666666667,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,62,5,Agent_6,Agent_5,standard,1.0,0.4666666666666667,0.48800000000000004,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,5,Agent_8,Agent_2,standard,1.0,0.3333333333333333,0.40572792362768495,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,6,Agent_2,Agent_6,standard,0.8,0.5,0.3896809232858113,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,6,Agent_4,Agent_1,standard,1.0,0.4666666666666667,0.51644245142003,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,62,6,Agent_5,Agent_3,standard,0.6,0.3333333333333333,0.3283877349159248,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,6,Agent_7,Agent_8,standard,0.6,0.5555555555555556,0.4518072289156627,2,1.0,1.0,0.0,0.0,4.0
control,0% defectors,62,7,Agent_1,Agent_7,standard,0.8,0.25,0.35826408125577097,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,62,7,Agent_2,Agent_8,standard,1.0,0.4666666666666667,0.412,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,7,Agent_3,Agent_6,standard,0.8,0.25,0.24450811843361986,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,7,Agent_5,Agent_4,standard,0.8,0.75,0.6238095238095238,1,1.0,0.0,1.0,1.0,3.0
control,0% defectors,62,8,Agent_4,Agent_2,standard,1.0,0.4,0.5325203252032521,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,62,8,Agent_6,Agent_3,standard,0.8,0.3333333333333333,0.3657142857142857,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,8,Agent_7,Agent_5,standard,0.8,0.5833333333333334,0.47187928669410145,2,1.0,1.0,0.0,0.0,5.0
control,0% defectors,62,8,Agent_8,Agent_1,standard,1.0,0.4,0.3974663499604117,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,9,Agent_3,Agent_2,standard,0.6,0.3333333333333333,0.394169835234474,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,9,Agent_4,Agent_7,standard,1.0,0.3333333333333333,0.3686763686763687,0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,62,9,Agent_6,Agent_1,standard,1.0,0.4,0.3901869158878504,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,9,Agent_8,Agent_5,standard,1.0,0.5333333333333333,0.47866666666666663,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,10,Agent_1,Agent_8,standard,1.0,0.4666666666666667,0.5978835978835979,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,62,10,Agent_2,Agent_6,standard,0.8,0.3333333333333333,0.39408473221422863,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,62,10,Agent_5,Agent_4,standard,0.8,0.5,0.7056410256410256,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,62,10,Agent_7,Agent_3,standard,1.0,0.26666666666666666,0.2901785714285714,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,1,Agent_2,Agent_1,standard,0.6,0.2222222222222222,0.265359477124183,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,63,1,Agent_4,Agent_5,standard,0.8,0.75,0.5857946554149086,1,1.0,0.0,1.0,1.0,3.0
control,0% defectors,63,1,Agent_7,Agent_6,standard,0.6,0.7777777777777778,0.6098901098901099,1,1.0,0.0,1.0,1.0,2.0
control,0% defectors,63,1,Agent_8,Agent_3,standard,0.6,0.3333333333333333,0.4084967320261438,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,63,2,Agent_1,Agent_7,standard,0.6,0.4444444444444444,0.525323910482921,1,1.0,0.0,1.0,1.0,3.0
control,0% defectors,63,2,Agent_3,Agent_4,standard,0.4,0.16666666666666666,0.08683473389355742,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,63,2,Agent_5,Agent_2,standard,0.7,0.42857142857142855,0.43386243386243384,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,63,2,Agent_6,Agent_8,standard,0.8,0.25,0.26213592233009714,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,63,3,Agent_1,Agent_3,standard,0.8,0.3333333333333333,0.5151515151515151,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,63,3,Agent_4,Agent_7,standard,0.6,0.3333333333333333,0.444,0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,63,3,Agent_6,Agent_5,standard,1.0,0.5,0.438,0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,63,3,Agent_8,Agent_2,standard,0.8,0.4166666666666667,0.4622467771639042,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,4,Agent_2,Agent_6,standard,0.8,0.625,0.6784660766961652,1,1.0,0.0,1.0,1.0,3.0
control,0% defectors,63,4,Agent_3,Agent_4,standard,0.6,0.28555555555555556,0.3566796368352789,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,4,Agent_5,Agent_1,standard,0.8,0.3333333333333333,0.3681318681318681,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,4,Agent_7,Agent_8,standard,0.8,0.5,0.5547561950439649,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,63,5,Agent_2,Agent_4,standard,1.0,0.3333333333333333,0.39066666666666666,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,5,Agent_3,Agent_7,standard,0.8,0.3333333333333333,0.37614678899082565,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,5,Agent_5,Agent_8,standard,0.6,0.2222222222222222,0.4771241830065359,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,63,5,Agent_6,Agent_1,standard,0.6,0.3333333333333333,0.3333333333333333,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,6,Agent_1,Agent_3,standard,1.0,0.3333333333333333,0.3474876150035386,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,6,Agent_4,Agent_6,standard,0.8,0.625,0.6390476190476191,0,0.0,0.0,1.0,0.0,0.0
control,0% defectors,63,6,Agent_7,Agent_2,standard,1.0,0.4666666666666667,0.5266666666666667,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,63,6,Agent_8,Agent_5,standard,0.6,0.5555555555555556,0.5682051282051283,2,1.0,1.0,1.0,1.0,4.0
control,0% defectors,63,7,Agent_1,Agent_8,standard,0.8,0.5,0.4743892828999211,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,7,Agent_4,Agent_5,standard,1.0,0.4666666666666667,0.41716968477531857,0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,63,7,Agent_6,Agent_3,standard,0.8,0.3333333333333333,0.33242506811989103,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,7,Agent_7,Agent_2,standard,0.8,0.5,0.5043754972155926,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,63,8,Agent_2,Agent_4,standard,1.0,0.26666666666666666,0.26957223567393057,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,63,8,Agent_3,Agent_7,standard,0.6,0.3333333333333333,0.553191489361702,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,63,8,Agent_5,Agent_1,standard,0.8,0.4166666666666667,0.4750445632798574,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,8,Agent_8,Agent_6,standard,0.8,0.5833333333333334,0.46882217090069284,0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,63,9,Agent_2,Agent_1,standard,1.0,0.3333333333333333,0.30733333333333335,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,9,Agent_3,Agent_5,standard,0.8,0.4166666666666667,0.4686468646864686,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,9,Agent_6,Agent_7,standard,0.7,0.5714285714285714,0.5296025952960259,2,1.0,1.0,1.0,1.0,4.5
control,0% defectors,63,9,Agent_8,Agent_4,standard,1.0,0.4,0.4901960784313726,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,63,10,Agent_1,Agent_2,standard,0.6,0.4444444444444444,0.3250517598343685,2,1.0,1.0,0.0,0.0,5.0
control,0% defectors,63,10,Agent_4,Agent_6,standard,1.0,0.5,0.550314465408805,1,1.0,0.0,1.0,1.0,3.0
control,0% defectors,63,10,Agent_5,Agent_3,standard,0.6,0.3333333333333333,0.4099756690997567,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,63,10,Agent_7,Agent_8,standard,0.6,0.4444444444444444,0.34555555555555556,2,1.0,1.0,0.0,0.0,5.0
control,0% defectors,64,1,Agent_1,Agent_5,standard,0.8,0.3958333333333333,0.35649122807017547,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,1,Agent_3,Agent_7,standard,0.8,0.5,0.5696821515892421,1,1.0,0.0,1.0,1.0,3.0
control,0% defectors,64,1,Agent_4,Agent_2,standard,0.8,0.53,0.5550314465408804,1,1.0,0.0,1.0,1.0,3.0
control,0% defectors,64,1,Agent_6,Agent_8,standard,0.8,0.25,0.2580321285140562,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,2,Agent_2,Agent_1,standard,0.8,0.3333333333333333,0.2970639032815199,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,2,Agent_5,Agent_4,standard,0.6,0.3333333333333333,0.41471571906354515,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,2,Agent_7,Agent_6,standard,0.6,0.4444444444444444,0.4108108108108107,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,2,Agent_8,Agent_3,standard,0.8,0.3333333333333333,0.45454545454545453,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,3,Agent_1,Agent_6,standard,1.0,0.4,0.4533333333333333,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,64,3,Agent_2,Agent_7,standard,0.8,0.39999999999999997,0.50625,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,64,3,Agent_4,Agent_3,standard,1.0,0.4,0.38066666666666665,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,64,3,Agent_8,Agent_5,standard,1.0,0.27466666666666667,0.3033980582524272,0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,64,4,Agent_3,Agent_1,standard,1.0,0.4,0.4818688981868898,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,4,Agent_5,Agent_8,standard,0.8,0.3333333333333333,0.23419540229885058,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,64,4,Agent_6,Agent_2,standard,0.6,0.6666666666666666,0.47019311502938704,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,4,Agent_7,Agent_4,standard,0.8,0.4166666666666667,0.3228949199721642,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,5,Agent_2,Agent_7,standard,1.0,0.4,0.42133333333333334,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,5,Agent_3,Agent_6,standard,0.8,0.3333333333333333,0.4176470588235294,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,64,5,Agent_5,Agent_1,standard,1.0,0.4,0.4109311740890688,0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,64,5,Agent_8,Agent_4,standard,0.8,0.3333333333333333,0.33130699088145893,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,6,Agent_1,Agent_2,standard,1.0,0.4666666666666667,0.552061495457722,1,1.0,0.0,1.0,1.0,3.0
control,0% defectors,64,6,Agent_4,Agent_3,standard,0.8,0.5833333333333334,0.5003849114703618,2,1.0,1.0,1.0,1.0,5.0
control,0% defectors,64,6,Agent_6,Agent_5,standard,0.8,0.325,0.31367521367521367,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,6,Agent_7,Agent_8,standard,1.0,0.3333333333333333,0.29133333333333333,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,64,7,Agent_1,Agent_8,standard,1.0,0.26666666666666666,0.21066666666666667,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,64,7,Agent_4,Agent_2,standard,1.0,0.4,0.5387123064384679,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,64,7,Agent_6,Agent_3,standard,1.0,0.4,0.444,0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,64,7,Agent_7,Agent_5,standard,0.6,0.25666666666666665,0.36796536796536794,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,8,Agent_2,Agent_6,standard,0.8,0.4166666666666667,0.37426900584795325,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,64,8,Agent_3,Agent_1,standard,1.0,0.4666666666666667,0.48008849557522126,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,8,Agent_5,Agent_7,standard,0.8,0.5833333333333334,0.43283582089552236,0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,64,8,Agent_8,Agent_4,standard,0.6,0.5555555555555556,0.5206093189964157,2,1.0,1.0,1.0,1.0,4.0
control,0% defectors,64,9,Agent_1,Agent_8,standard,1.0,0.3333333333333333,0.2846666666666666,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,9,Agent_2,Agent_3,standard,1.0,0.4,0.4053398058252427,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,64,9,Agent_4,Agent_6,standard,0.6,0.2222222222222222,0.2594142259414226,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,64,9,Agent_5,Agent_7,standard,1.0,0.4666666666666667,0.512,1,1.0,0.0,1.0,1.0,3.0
control,0% defectors,64,10,Agent_3,Agent_2,standard,1.0,0.4,0.4825628548256285,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,64,10,Agent_6,Agent_5,standard,0.8,0.39749999999999996,0.3039832285115304,0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,64,10,Agent_7,Agent_1,standard,0.8,0.5833333333333334,0.4837570621468926,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,64,10,Agent_8,Agent_4,standard,0.8,0.5,0.4854070660522274,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,1,Agent_1,Agent_3,standard,0.6,0.3888888888888889,0.3067765567765568,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,1,Agent_5,Agent_6,standard,0.8,0.305,0.3804930332261522,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,1,Agent_7,Agent_4,standard,0.8,0.32416666666666666,0.35989717223650386,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,1,Agent_8,Agent_2,standard,0.6,0.4444444444444444,0.4308176100628931,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,2,Agent_2,Agent_7,standard,0.6,0.4444444444444444,0.3874570446735395,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,2,Agent_3,Agent_8,standard,0.8,0.75,0.6303703703703704,1,1.0,0.0,1.0,1.0,3.0
control,0% defectors,65,2,Agent_4,Agent_5,standard,0.8,0.4166666666666667,0.38732901367890565,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,2,Agent_6,Agent_1,standard,0.8,0.25,0.2854100106496273,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,3,Agent_2,Agent_1,standard,0.8,0.4166666666666667,0.33196721311475413,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,65,3,Agent_3,Agent_4,standard,1.0,0.4666666666666667,0.4726666666666667,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,65,3,Agent_6,Agent_8,standard,0.6,0.4444444444444444,0.42317708333333337,2,1.0,1.0,0.0,0.0,5.0
control,0% defectors,65,3,Agent_7,Agent_5,standard,0.6,0.3333333333333333,0.4157832744405182,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,4,Agent_1,Agent_6,standard,0.8,0.3333333333333333,0.3056255247691016,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,4,Agent_4,Agent_2,standard,0.6,0.4444444444444444,0.6474926253687315,2,1.0,1.0,1.0,1.0,5.0
control,0% defectors,65,4,Agent_5,Agent_3,standard,0.8,0.3333333333333333,0.3824733824733824,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,4,Agent_8,Agent_7,standard,0.4,0.5,0.3345633456334564,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,5,Agent_1,Agent_7,standard,1.0,0.4,0.46732026143790845,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,65,5,Agent_3,Agent_2,standard,0.8,0.5833333333333334,0.5342902711323765,0,0.0,0.0,1.0,0.0,0.0
control,0% defectors,65,5,Agent_4,Agent_8,standard,0.8,0.5,0.4657637321294207,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,65,5,Agent_6,Agent_5,standard,1.0,0.4666666666666667,0.44,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,65,6,Agent_2,Agent_3,standard,0.8,0.4166666666666667,0.33403361344537813,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,65,6,Agent_5,Agent_1,standard,1.0,0.4,0.3703703703703704,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,65,6,Agent_7,Agent_4,standard,0.8,0.5,0.6047745358090185,2,1.0,1.0,1.0,1.0,6.0
control,0% defectors,65,6,Agent_8,Agent_6,standard,0.6,0.5555555555555556,0.46780303030303033,2,1.0,1.0,0.0,0.0,4.0
control,0% defectors,65,7,Agent_1,Agent_8,standard,0.6,0.6666666666666666,0.53,1,1.0,0.0,1.0,1.0,3.0
control,0% defectors,65,7,Agent_2,Agent_5,standard,1.0,0.5333333333333333,0.5459999999999999,0,0.0,0.0,1.0,0.0,0.0
control,0% defectors,65,7,Agent_4,Agent_7,standard,1.0,0.4666666666666667,0.5086666666666667,0,0.0,0.0,1.0,0.0,0.0
control,0% defectors,65,7,Agent_6,Agent_3,standard,0.8,0.5,0.34959349593495936,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,65,8,Agent_3,Agent_6,standard,1.0,0.4666666666666667,0.5084860828241684,0,0.0,0.0,1.0,0.0,0.0
control,0% defectors,65,8,Agent_5,Agent_1,standard,0.8,0.4166666666666667,0.4796747967479674,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,65,8,Agent_7,Agent_4,standard,1.0,0.4666666666666667,0.5856697819314641,1,1.0,0.0,1.0,1.0,3.0
control,0% defectors,65,8,Agent_8,Agent_2,standard,0.8,0.3333333333333333,0.34288747346072185,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,9,Agent_1,Agent_7,standard,0.8,0.5833333333333334,0.44088176352705405,2,1.0,1.0,0.0,0.0,5.0
control,0% defectors,65,9,Agent_3,Agent_5,standard,1.0,0.4666666666666667,0.5882800608828006,0,0.0,0.0,1.0,0.0,0.0
control,0% defectors,65,9,Agent_4,Agent_6,standard,1.0,0.5,0.444,1,1.0,0.0,0.0,0.0,3.0
control,0% defectors,65,9,Agent_8,Agent_2,standard,1.0,0.3333333333333333,0.3302325581395349,2,1.0,1.0,0.0,0.0,6.0
control,0% defectors,65,10,Agent_2,Agent_1,standard,1.0,0.4,0.35799859055673006,0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,65,10,Agent_5,Agent_8,standard,1.0,0.4666666666666667,0.486,0,0.0,0.0,0.0,0.0,0.0
control,0% defectors,65,10,Agent_6,Agent_4,standard,0.6,0.5555555555555556,0.4720767888307156,1,1.0,0.0,0.0,0.0,3.0
