run_idx,condition,condition_label,round,sent,returned,received,return_ratio,mean_balance
6,myth_game_directive,Myth-Game Directive,5,2.25,0.4,6.75,0.05925925925925926,26.75
6,myth_game_directive,Myth-Game Directive,6,0.6,0.0,1.7999999999999998,0.0,29.85
6,myth_game_directive,Myth-Game Directive,7,0.0,0.0,0.0,,32.35
6,myth_game_directive,Myth-Game Directive,8,0.0,0.0,0.0,,34.85
7,myth_game_directive,Myth-Game Directive,1,3.0,2.2,9.0,0.24444444444444446,5.5
7,myth_game_directive,Myth-Game Directive,2,2.0,2.5,6.0,0.4166666666666667,10.0
7,myth_game_directive,Myth-Game Directive,3,3.0,2.0,9.0,0.2222222222222222,15.5
7,myth_game_directive,Myth-Game Directive,4,1.8,0.0,5.4,0.0,19.8
7,myth_game_directive,Myth-Game Directive,5,0.0,0.0,0.0,,22.3
7,myth_game_directive,Myth-Game Directive,6,0.0,0.0,0.0,,24.8
7,myth_game_directive,Myth-Game Directive,7,0.0,0.0,0.0,,27.3
7,myth_game_directive,Myth-Game Directive,8,2.0,0.81,6.0,0.135,31.799999999999997
8,myth_game_directive,Myth-Game Directive,1,5.0,5.0,15.0,0.3333333333333333,7.5
8,myth_game_directive,Myth-Game Directive,2,3.5,6.0,10.5,0.5714285714285714,13.5
8,myth_game_directive,Myth-Game Directive,3,4.0,4.75,12.0,0.3958333333333333,20.0
8,myth_game_directive,Myth-Game Directive,4,3.5,5.0,10.5,0.47619047619047616,26.0
8,myth_game_directive,Myth-Game Directive,5,3.0,2.97,9.0,0.33,31.5
8,myth_game_directive,Myth-Game Directive,6,3.5,3.45,10.5,0.32857142857142857,37.5
8,myth_game_directive,Myth-Game Directive,7,2.5,3.05,7.5,0.4066666666666666,42.5
8,myth_game_directive,Myth-Game Directive,8,3.5,2.09,10.5,0.19904761904761903,48.5
9,game_only,Game Only,1,3.0,1.5,9.0,0.16666666666666666,5.5
9,game_only,Game Only,2,1.5,0.9,4.5,0.2,9.5
9,game_only,Game Only,3,2.0,1.0,6.0,0.16666666666666666,14.0
9,game_only,Game Only,4,1.0,0.25,3.0,0.08333333333333333,17.5
9,game_only,Game Only,5,1.0,0.0,3.0,0.0,21.0
9,game_only,Game Only,6,0.0,0.0,0.0,,23.5
9,game_only,Game Only,7,0.0,0.0,0.0,,26.0
9,game_only,Game Only,8,0.0,0.0,0.0,,28.5
10,game_only,Game Only,1,3.0,2.42,9.0,0.2688888888888889,5.5
10,game_only,Game Only,2,2.0,1.5,6.0,0.25,10.0
10,game_only,Game Only,3,2.5,4.14,7.5,0.5519999999999999,15.0
10,game_only,Game Only,4,2.5,2.8,7.5,0.3733333333333333,20.0
10,game_only,Game Only,5,3.0,3.2,9.0,0.35555555555555557,25.5
10,game_only,Game Only,6,1.5,0.4,4.5,0.08888888888888889,29.5
10,game_only,Game Only,7,2.0,0.72,6.0,0.12,34.0
10,game_only,Game Only,8,0.0,0.0,0.0,,36.5
11,game_only,Game Only,1,3.0,3.0,9.0,0.3333333333333333,5.5
11,game_only,Game Only,2,2.5,3.0,7.5,0.4,10.5
11,game_only,Game Only,3,2.5,1.5,7.5,0.2,15.5
11,game_only,Game Only,4,1.75,0.0,5.25,0.0,19.75
11,game_only,Game Only,5,1.0,0.4,3.0,0.13333333333333333,23.25
11,game_only,Game Only,6,2.0,2.0,6.0,0.3333333333333333,27.75
11,game_only,Game Only,7,2.0,2.0,6.0,0.3333333333333333,32.25
11,game_only,Game Only,8,2.5,0.8,7.5,0.10666666666666667,37.25
12,game_only,Game Only,1,3.0,2.0,9.0,0.2222222222222222,5.5
12,game_only,Game Only,2,2.0,0.09,6.0,0.015,10.0
12,game_only,Game Only,3,2.0,0.45,6.0,0.075,14.5
12,game_only,Game Only,4,1.5,1.5,4.5,0.3333333333333333,18.5
12,game_only,Game Only,5,1.5,0.65,4.5,0.14444444444444446,22.5
12,game_only,Game Only,6,1.0,0.04,3.0,0.013333333333333334,26.0
12,game_only,Game Only,7,1.0,0.35,3.0,0.11666666666666665,29.5
12,game_only,Game Only,8,0.0,0.0,0.0,,32.0
13,game_only,Game Only,1,3.0,2.5,9.0,0.2777777777777778,5.5
13,game_only,Game Only,2,2.0,0.18,6.0,0.03,10.0
13,game_only,Game Only,3,2.5,1.0,7.5,0.13333333333333333,15.0
13,game_only,Game Only,4,1.2,1.0,3.5999999999999996,0.2777777777777778,18.700000000000003
13,game_only,Game Only,5,1.0,0.0,3.0,0.0,22.200000000000003
13,game_only,Game Only,6,0.0,0.0,0.0,,24.700000000000003
13,game_only,Game Only,7,0.0,0.0,0.0,,27.200000000000003
13,game_only,Game Only,8,0.0,0.0,0.0,,29.700000000000003
14,game_only,Game Only,1,3.0,1.5,9.0,0.16666666666666666,5.5
14,game_only,Game Only,2,2.0,2.0,6.0,0.3333333333333333,10.0
14,game_only,Game Only,3,2.0,2.2,6.0,0.3666666666666667,14.5
14,game_only,Game Only,4,1.75,2.0,5.25,0.38095238095238093,18.75
14,game_only,Game Only,5,2.5,0.85,7.5,0.11333333333333333,23.75
14,game_only,Game Only,6,1.5,0.0,4.5,0.0,27.75
14,game_only,Game Only,7,0.0,0.0,0.0,,30.25
14,game_only,Game Only,8,0.0,0.0,0.0,,32.75
15,game_only,Game Only,1,4.0,3.2,12.0,0.26666666666666666,6.5
15,game_only,Game Only,2,2.5,3.2,7.5,0.4266666666666667,11.5
15,game_only,Game Only,3,3.0,3.5,9.0,0.3888888888888889,17.0
15,game_only,Game Only,4,2.4,2.5,7.199999999999999,0.34722222222222227,21.9
15,game_only,Game Only,5,2.5,1.0,7.5,0.13333333333333333,26.9
15,game_only,Game Only,6,1.5,0.0,4.5,0.0,30.9
15,game_only,Game Only,7,1.0,0.5,3.0,0.16666666666666666,34.4
15,game_only,Game Only,8,0.5,0.0,1.5,0.0,37.400000000000006
16,myth_control,Myth Control,1,3.0,4.0,9.0,0.4444444444444444,5.5
16,myth_control,Myth Control,2,2.75,1.75,8.25,0.21212121212121213,10.75
16,myth_control,Myth Control,3,2.5,1.75,7.5,0.23333333333333334,15.75
16,myth_control,Myth Control,4,2.0,0.6,6.0,0.09999999999999999,20.25
16,myth_control,Myth Control,5,1.5,1.75,4.5,0.3888888888888889,24.25
16,myth_control,Myth Control,6,2.0,1.0,6.0,0.16666666666666666,28.75
16,myth_control,Myth Control,7,2.0,0.11,6.0,0.018333333333333333,33.25
16,myth_control,Myth Control,8,1.5,1.6,4.5,0.35555555555555557,37.25
17,myth_control,Myth Control,1,3.0,2.0,9.0,0.2222222222222222,5.5
17,myth_control,Myth Control,2,2.0,0.12,6.0,0.02,10.0
17,myth_control,Myth Control,3,1.5,2.0,4.5,0.4444444444444444,14.0
17,myth_control,Myth Control,4,2.0,1.5,6.0,0.25,18.5
17,myth_control,Myth Control,5,1.75,0.0,5.25,0.0,22.75
17,myth_control,Myth Control,6,0.0,0.0,0.0,,25.25
17,myth_control,Myth Control,7,0.5,0.0,1.5,0.0,28.25
17,myth_control,Myth Control,8,1.0,0.25,3.0,0.08333333333333333,31.75
18,myth_control,Myth Control,1,3.0,3.33,9.0,0.37,5.5
18,myth_control,Myth Control,2,2.5,3.5,7.5,0.4666666666666667,10.5
18,myth_control,Myth Control,3,3.0,2.25,9.0,0.25,16.0
18,myth_control,Myth Control,4,2.5,3.0,7.5,0.4,21.0
18,myth_control,Myth Control,5,2.2,2.15,6.6000000000000005,0.3257575757575757,25.700000000000003
18,myth_control,Myth Control,6,2.0,0.6,6.0,0.09999999999999999,30.200000000000003
18,myth_control,Myth Control,7,2.5,3.5,7.5,0.4666666666666667,35.2
18,myth_control,Myth Control,8,2.25,3.2,6.75,0.4740740740740741,39.95
19,myth_control,Myth Control,1,3.0,2.4,9.0,0.26666666666666666,5.5
19,myth_control,Myth Control,2,2.0,0.75,6.0,0.125,10.0
19,myth_control,Myth Control,3,2.0,2.2,6.0,0.3666666666666667,14.5
19,myth_control,Myth Control,4,1.5,1.5,4.5,0.3333333333333333,18.5
19,myth_control,Myth Control,5,2.5,3.75,7.5,0.5,23.5
19,myth_control,Myth Control,6,2.5,1.8,7.5,0.24000000000000002,28.5
19,myth_control,Myth Control,7,1.75,0.9,5.25,0.17142857142857143,32.75
19,myth_control,Myth Control,8,2.0,0.75,6.0,0.125,37.25
20,myth_control,Myth Control,1,3.0,2.5,9.0,0.2777777777777778,5.5
20,myth_control,Myth Control,2,2.5,2.5,7.5,0.3333333333333333,10.5
20,myth_control,Myth Control,3,2.5,1.35,7.5,0.18000000000000002,15.5
20,myth_control,Myth Control,4,2.5,2.75,7.5,0.36666666666666664,20.5
20,myth_control,Myth Control,5,2.5,2.0,7.5,0.26666666666666666,25.5
20,myth_control,Myth Control,6,1.5,0.2,4.5,0.044444444444444446,29.5
20,myth_control,Myth Control,7,1.5,0.4,4.5,0.08888888888888889,33.5
20,myth_control,Myth Control,8,1.25,0.0,3.75,0.0,37.25
21,myth_control,Myth Control,1,3.0,1.67,9.0,0.18555555555555556,5.5
21,myth_control,Myth Control,2,2.5,1.5,7.5,0.2,10.5
21,myth_control,Myth Control,3,2.5,2.8,7.5,0.3733333333333333,15.5
21,myth_control,Myth Control,4,2.0,2.6,6.0,0.43333333333333335,20.0
21,myth_control,Myth Control,5,2.5,0.8,7.5,0.10666666666666667,25.0
21,myth_control,Myth Control,6,1.5,0.27,4.5,0.060000000000000005,29.0
21,myth_control,Myth Control,7,2.5,2.5,7.5,0.3333333333333333,34.0
21,myth_control,Myth Control,8,2.5,2.76,7.5,0.368,39.0
22,myth_control,Myth Control,1,3.0,2.7,9.0,0.30000000000000004,5.5
22,myth_control,Myth Control,2,2.25,0.5,6.75,0.07407407407407407,10.25
22,myth_control,Myth Control,3,2.0,0.8,6.0,0.13333333333333333,14.75
22,myth_control,Myth Control,4,1.5,0.3,4.5,0.06666666666666667,18.75
22,myth_control,Myth Control,5,1.0,0.3,3.0,0.09999999999999999,22.25
22,myth_control,Myth Control,6,0.8,0.0,2.4000000000000004,0.0,25.549999999999997
22,myth_control,Myth Control,7,1.0,0.75,3.0,0.25,29.049999999999997
22,myth_control,Myth Control,8,1.2,1.3,3.5999999999999996,0.36111111111111116,32.75
23,myth_game_directive,Myth-Game Directive,1,3.0,2.0,9.0,0.2222222222222222,5.5
23,myth_game_directive,Myth-Game Directive,2,2.2,2.0,6.6000000000000005,0.303030303030303,10.200000000000001
23,myth_game_directive,Myth-Game Directive,3,2.5,1.75,7.5,0.23333333333333334,15.200000000000001
23,myth_game_directive,Myth-Game Directive,4,1.75,1.2,5.25,0.22857142857142856,19.450000000000003
23,myth_game_directive,Myth-Game Directive,5,1.5,1.0,4.5,0.2222222222222222,23.450000000000003
23,myth_game_directive,Myth-Game Directive,6,1.5,0.0,4.5,0.0,27.450000000000003
23,myth_game_directive,Myth-Game Directive,7,0.0,0.0,0.0,,29.950000000000003
23,myth_game_directive,Myth-Game Directive,8,0.0,0.0,0.0,,32.45
24,myth_game_directive,Myth-Game Directive,1,3.0,2.0,9.0,0.2222222222222222,5.5
24,myth_game_directive,Myth-Game Directive,2,2.5,1.25,7.5,0.16666666666666666,10.5
24,myth_game_directive,Myth-Game Directive,3,2.5,1.0,7.5,0.13333333333333333,15.5
24,myth_game_directive,Myth-Game Directive,4,1.75,0.25,5.25,0.047619047619047616,19.75
24,myth_game_directive,Myth-Game Directive,5,1.5,0.75,4.5,0.16666666666666666,23.75
24,myth_game_directive,Myth-Game Directive,6,1.25,0.0,3.75,0.0,27.5
24,myth_game_directive,Myth-Game Directive,7,1.0,0.15,3.0,0.049999999999999996,31.0
24,myth_game_directive,Myth-Game Directive,8,1.0,1.2,3.0,0.39999999999999997,34.5
25,myth_game_directive,Myth-Game Directive,1,4.0,5.5,12.0,0.4583333333333333,6.5
25,myth_game_directive,Myth-Game Directive,2,4.0,4.29,12.0,0.3575,13.0
25,myth_game_directive,Myth-Game Directive,3,3.0,3.2,9.0,0.35555555555555557,18.5
25,myth_game_directive,Myth-Game Directive,4,3.5,4.8,10.5,0.45714285714285713,24.5
25,myth_game_directive,Myth-Game Directive,5,3.2,2.6,9.600000000000001,0.2708333333333333,30.2
25,myth_game_directive,Myth-Game Directive,6,2.4,2.0,7.199999999999999,0.2777777777777778,35.099999999999994
25,myth_game_directive,Myth-Game Directive,7,1.6,0.0,4.800000000000001,0.0,39.2
25,myth_game_directive,Myth-Game Directive,8,0.0,0.0,0.0,,41.7
26,myth_game_directive,Myth-Game Directive,1,4.0,4.0,12.0,0.3333333333333333,6.5
26,myth_game_directive,Myth-Game Directive,2,2.75,4.0,8.25,0.48484848484848486,11.75
26,myth_game_directive,Myth-Game Directive,3,4.0,6.0,12.0,0.5,18.25
26,myth_game_directive,Myth-Game Directive,4,3.75,4.75,11.25,0.4222222222222222,24.5
26,myth_game_directive,Myth-Game Directive,5,3.25,3.25,9.75,0.3333333333333333,30.25
26,myth_game_directive,Myth-Game Directive,6,2.75,1.1,8.25,0.13333333333333333,35.5
26,myth_game_directive,Myth-Game Directive,7,1.25,0.0,3.75,0.0,39.25
26,myth_game_directive,Myth-Game Directive,8,1.5,0.25,4.5,0.05555555555555555,43.25
27,myth_game_directive,Myth-Game Directive,1,4.0,3.5,12.0,0.2916666666666667,6.5
27,myth_game_directive,Myth-Game Directive,2,2.5,2.0,7.5,0.26666666666666666,11.5
27,myth_game_directive,Myth-Game Directive,3,3.0,3.5,9.0,0.3888888888888889,17.0
27,myth_game_directive,Myth-Game Directive,4,2.5,1.5,7.5,0.2,22.0
27,myth_game_directive,Myth-Game Directive,5,2.5,0.92,7.5,0.12266666666666667,27.0
27,myth_game_directive,Myth-Game Directive,6,2.0,0.5,6.0,0.08333333333333333,31.5
27,myth_game_directive,Myth-Game Directive,7,1.0,0.4,3.0,0.13333333333333333,35.0
27,myth_game_directive,Myth-Game Directive,8,1.5,0.0,4.5,0.0,39.0
28,myth_game_directive,Myth-Game Directive,1,4.0,4.7,12.0,0.39166666666666666,6.5
28,myth_game_directive,Myth-Game Directive,2,3.14,4.5,9.42,0.47770700636942676,12.14
28,myth_game_directive,Myth-Game Directive,3,3.5,3.0,10.5,0.2857142857142857,18.14
28,myth_game_directive,Myth-Game Directive,4,3.0,2.25,9.0,0.25,23.64
28,myth_game_directive,Myth-Game Directive,5,2.1,2.0,6.300000000000001,0.31746031746031744,28.240000000000002
28,myth_game_directive,Myth-Game Directive,6,2.0,0.95,6.0,0.15833333333333333,32.74
28,myth_game_directive,Myth-Game Directive,7,1.5,1.0,4.5,0.2222222222222222,36.74000000000001
28,myth_game_directive,Myth-Game Directive,8,1.0,0.4,3.0,0.13333333333333333,40.24000000000001
29,myth_game_directive,Myth-Game Directive,1,3.0,3.44,9.0,0.38222222222222224,5.5
29,myth_game_directive,Myth-Game Directive,2,2.5,3.25,7.5,0.43333333333333335,10.5
29,myth_game_directive,Myth-Game Directive,3,3.5,5.0,10.5,0.47619047619047616,16.5
29,myth_game_directive,Myth-Game Directive,4,3.1,2.31,9.3,0.24838709677419354,22.1
29,myth_game_directive,Myth-Game Directive,5,3.0,3.0,9.0,0.3333333333333333,27.6
29,myth_game_directive,Myth-Game Directive,6,2.5,0.5,7.5,0.06666666666666667,32.6
29,myth_game_directive,Myth-Game Directive,7,1.0,0.35,3.0,0.11666666666666665,36.1
29,myth_game_directive,Myth-Game Directive,8,3.0,0.75,9.0,0.08333333333333333,41.6
