Prompt Arm,Noise Condition,round,mean_cumulative_balance,path
Myth-Game Directive,No Noise,10,65.0,data/json/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry_008_neutral_rep08_myth_game_directive_anything.json
Myth-Game Directive,No Noise,10,75.0,data/json/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry/claude-sonnet-4.5/myth_game/myth_causal_confirm_claude_fixed_prompt_r10_directive_retry_009_neutral_rep09_myth_game_directive_anything.json
Game Only,"Informed Negative U(0,2)",10,39.0,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_000_neutral_rep00.json
Game Only,"Informed Negative U(0,2)",10,48.25,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_001_neutral_rep01.json
Game Only,"Informed Negative U(0,2)",10,40.0,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_002_neutral_rep02.json
Game Only,"Informed Negative U(0,2)",10,49.5,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_003_neutral_rep03.json
Game Only,"Informed Negative U(0,2)",10,39.5,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_004_neutral_rep04.json
Game Only,"Informed Negative U(0,2)",10,37.75,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_005_neutral_rep05.json
Game Only,"Informed Negative U(0,2)",10,41.5,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_006_neutral_rep06.json
Game Only,"Informed Negative U(0,2)",10,43.0,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_007_neutral_rep07.json
Game Only,"Informed Negative U(0,2)",10,48.5,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_008_neutral_rep08.json
Game Only,"Informed Negative U(0,2)",10,34.5,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_009_neutral_rep09.json
Myth Control,"Informed Negative U(0,2)",10,41.0,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_010_neutral_rep00_myth_control_anything.json
Myth Control,"Informed Negative U(0,2)",10,39.5,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_011_neutral_rep01_myth_control_anything.json
Myth Control,"Informed Negative U(0,2)",10,44.25,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_012_neutral_rep02_myth_control_anything.json
Myth Control,"Informed Negative U(0,2)",10,43.0,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_013_neutral_rep03_myth_control_anything.json
Myth Control,"Informed Negative U(0,2)",10,38.0,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_014_neutral_rep04_myth_control_anything.json
Myth Control,"Informed Negative U(0,2)",10,47.65,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_015_neutral_rep05_myth_control_anything.json
Myth Control,"Informed Negative U(0,2)",10,46.5,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_016_neutral_rep06_myth_control_anything.json
Myth Control,"Informed Negative U(0,2)",10,41.75,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_017_neutral_rep07_myth_control_anything.json
Myth Control,"Informed Negative U(0,2)",10,49.0,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_018_neutral_rep08_myth_control_anything.json
Myth Control,"Informed Negative U(0,2)",10,41.0,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_019_neutral_rep09_myth_control_anything.json
Myth-Game Directive,"Informed Negative U(0,2)",10,40.300000000000004,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_020_neutral_rep00_myth_game_directive_anything.json
Myth-Game Directive,"Informed Negative U(0,2)",10,33.8,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_021_neutral_rep01_myth_game_directive_anything.json
Myth-Game Directive,"Informed Negative U(0,2)",10,38.75,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_022_neutral_rep02_myth_game_directive_anything.json
Myth-Game Directive,"Informed Negative U(0,2)",10,45.25,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_023_neutral_rep03_myth_game_directive_anything.json
Myth-Game Directive,"Informed Negative U(0,2)",10,47.25,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_024_neutral_rep04_myth_game_directive_anything.json
Myth-Game Directive,"Informed Negative U(0,2)",10,68.45,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_025_neutral_rep05_myth_game_directive_anything.json
Myth-Game Directive,"Informed Negative U(0,2)",10,54.25,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_026_neutral_rep06_myth_game_directive_anything.json
Myth-Game Directive,"Informed Negative U(0,2)",10,42.650000000000006,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_027_neutral_rep07_myth_game_directive_anything.json
Myth-Game Directive,"Informed Negative U(0,2)",10,46.25,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_028_neutral_rep08_myth_game_directive_anything.json
Myth-Game Directive,"Informed Negative U(0,2)",10,52.6,data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_029_neutral_rep09_myth_game_directive_anything.json
