condition,condition_label,myth_topic,filename,num_rounds,mean_trust_ratio,std_trust_ratio,mean_return_ratio,std_return_ratio,mean_sent,mean_returned,cooperation_stability,final_cumulative_balance,final_agent_1_balance,final_agent_2_balance
game_myth,Game → Myth,noisy_deterministic_zero,noise_deterministic_zero_mem3_123_neutral_anything.json,10,0.22999999999999998,0.2531797780234432,0.0,0.0,1.15,0.0,0.0,36.5,43.5,29.5
game_myth,Game → Myth,noisy_deterministic_zero,noise_deterministic_zero_mem3_125_neutral_anything.json,10,0.24000000000000005,0.233238075793812,0.0,0.0,1.2,0.0,0.0,37.0,33.0,41.0
game_myth,Game → Myth,noisy_deterministic_zero,noise_deterministic_zero_mem3_127_neutral_anything.json,10,0.18,0.22715633383201095,0.0,0.0,0.9,0.0,0.0,34.0,32.0,36.0
game_myth,Game → Myth,noisy_deterministic_zero,noise_deterministic_zero_mem3_120_neutral_anything.json,10,0.24000000000000005,0.233238075793812,0.0,0.0,1.2,0.0,0.0,37.0,33.0,41.0
game_myth,Game → Myth,noisy_deterministic_zero,noise_deterministic_zero_mem3_128_neutral_anything.json,10,0.32,0.22271057451320087,0.0,0.0,1.6,0.0,0.0,41.0,37.0,45.0
game_myth,Game → Myth,noisy_deterministic_zero,noise_deterministic_zero_mem3_134_neutral_anything.json,10,0.26,0.23748684174075832,0.0,0.0,1.3,0.0,0.0,38.0,40.0,36.0
game_myth,Game → Myth,noisy_deterministic_zero,noise_deterministic_zero_mem3_122_neutral_anything.json,10,0.26,0.2835489375751565,0.0,0.0,1.3,0.0,0.0,38.0,40.0,36.0
game_myth,Game → Myth,noisy_deterministic_zero,noise_deterministic_zero_mem3_132_neutral_anything.json,10,0.24000000000000005,0.21540659228538014,0.0,0.0,1.2,0.0,0.0,37.0,29.0,45.0
game_myth,Game → Myth,noisy_deterministic_zero,noise_deterministic_zero_mem3_124_neutral_anything.json,10,0.2,0.23664319132398465,0.0,0.0,1.0,0.0,0.0,35.0,35.0,35.0
game_myth,Game → Myth,noisy_deterministic_zero,noise_deterministic_zero_mem3_130_neutral_anything.json,10,0.26,0.22,0.0,0.0,1.3,0.0,0.0,38.0,36.0,40.0
game_myth,Game → Myth,noisy_deterministic_zero,noise_deterministic_zero_mem3_126_neutral_anything.json,10,0.21999999999999997,0.24413111231467405,0.0,0.0,1.1,0.0,0.0,36.0,38.0,34.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_175_neutral_anything.json,10,0.18,0.20880613017821098,0.0,0.0,0.9,0.0,0.0,34.0,28.0,40.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_169_neutral_anything.json,10,0.22000000000000003,0.208806130178211,0.0,0.0,1.1,0.0,0.0,36.0,30.0,42.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_177_neutral_anything.json,10,0.27999999999999997,0.28565713714171403,0.0,0.0,1.4,0.0,0.0,39.0,43.0,35.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_171_neutral_anything.json,10,0.26999999999999996,0.24515301344262524,0.0,0.0,1.35,0.0,0.0,38.5,37.5,39.5
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_167_neutral_anything.json,10,0.24,0.24979991993593592,0.0,0.0,1.2,0.0,0.0,37.0,33.0,41.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_179_neutral_anything.json,10,0.24000000000000005,0.24979991993593592,0.0,0.0,1.2,0.0,0.0,37.0,33.0,41.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_173_neutral_anything.json,10,0.2,0.23664319132398465,0.0,0.0,1.0,0.0,0.0,35.0,35.0,35.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_165_neutral_anything.json,10,0.18,0.208806130178211,0.0,0.0,0.9,0.0,0.0,34.0,40.0,28.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_174_neutral_anything.json,10,0.32,0.20396078054371142,0.0,0.0,1.6,0.0,0.0,41.0,41.0,41.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_176_neutral_anything.json,10,0.2,0.21908902300206645,0.0,0.0,1.0,0.0,0.0,35.0,31.0,39.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_168_neutral_anything.json,10,0.24000000000000005,0.21540659228538014,0.0,0.0,1.2,0.0,0.0,37.0,29.0,45.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_178_neutral_anything.json,10,0.52,0.32496153618543844,0.0,0.0,2.6,0.0,0.0,51.0,47.0,55.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_166_neutral_anything.json,10,0.2,0.2,0.0,0.0,1.0,0.0,0.0,35.0,31.0,39.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_170_neutral_anything.json,10,0.24000000000000005,0.265329983228432,0.0,0.0,1.2,0.0,0.0,37.0,29.0,45.0
myth_game,Myth → Game,noisy_deterministic_zero_informed,noise_deterministic_zero_mem3_172_neutral_anything.json,10,0.22000000000000003,0.2749545416973504,0.0,0.0,1.1,0.0,0.0,36.0,38.0,34.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_151_neutral_anything.json,10,0.22000000000000003,0.2749545416973504,0.0,0.0,1.1,0.0,0.0,36.0,34.0,38.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_159_neutral_anything.json,10,0.27999999999999997,0.25612496949731395,0.0,0.0,1.4,0.0,0.0,39.0,39.0,39.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_163_neutral_anything.json,10,0.24,0.21540659228538017,0.0,0.0,1.2,0.0,0.0,37.0,37.0,37.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_153_neutral_anything.json,10,0.13999999999999999,0.2009975124224178,0.0,0.0,0.7,0.0,0.0,32.0,26.0,38.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_161_neutral_anything.json,10,0.3,0.2863564212655271,0.0,0.0,1.5,0.0,0.0,40.0,42.0,38.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_155_neutral_anything.json,10,0.2,0.21908902300206645,0.0,0.0,1.0,0.0,0.0,35.0,39.0,31.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_157_neutral_anything.json,10,0.24,0.24979991993593592,0.0,0.0,1.2,0.0,0.0,37.0,33.0,41.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_158_neutral_anything.json,10,0.13999999999999999,0.23748684174075832,0.0,0.0,0.7,0.0,0.0,32.0,34.0,30.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_162_neutral_anything.json,10,0.31999999999999995,0.23999999999999996,0.0,0.0,1.6,0.0,0.0,41.0,41.0,41.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_150_neutral_anything.json,10,0.24,0.265329983228432,0.0,0.0,1.2,0.0,0.0,37.0,41.0,33.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_160_neutral_anything.json,10,0.24,0.21540659228538017,0.0,0.0,1.2,0.0,0.0,37.0,41.0,33.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_152_neutral_anything.json,10,0.16,0.24979991993593592,0.0,0.0,0.8,0.0,0.0,33.0,29.0,37.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_154_neutral_anything.json,10,0.26000000000000006,0.21999999999999997,0.0,0.0,1.3,0.0,0.0,38.0,40.0,36.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_156_neutral_anything.json,10,0.32,0.22271057451320087,0.0,0.0,1.6,0.0,0.0,41.0,37.0,45.0
myth_game,Myth → Game,noisy_deterministic_zero,noise_deterministic_zero_mem3_164_neutral_anything.json,10,0.3,0.2408318915758459,0.0,0.0,1.5,0.0,0.0,40.0,34.0,46.0
