availability,condition,replicate_id,round,trustee_id,received,returned,return_ratio
off,defectors25,93,3,Agent_7,15.0,6.42,0.428
off,defectors25,93,4,Agent_2,15.0,7.5,0.5
off,defectors25,93,4,Agent_4,15.0,7.5,0.5
off,defectors25,93,5,Agent_2,15.0,7.5,0.5
off,defectors25,93,5,Agent_6,15.0,7.5,0.5
off,defectors25,93,6,Agent_3,15.0,7.07,0.4713333333333333
off,defectors25,93,6,Agent_4,15.0,7.5,0.5
off,defectors25,93,7,Agent_1,15.0,6.52,0.43466666666666665
off,defectors25,93,7,Agent_3,15.0,7.37,0.49133333333333334
off,defectors25,93,8,Agent_4,15.0,7.5,0.5
off,defectors25,93,8,Agent_6,15.0,7.5,0.5
off,defectors25,93,9,Agent_2,15.0,6.42,0.428
off,defectors25,93,9,Agent_3,15.0,7.5,0.5
off,defectors25,93,9,Agent_7,15.0,6.03,0.402
off,defectors25,93,10,Agent_4,15.0,7.5,0.5
off,defectors25,93,10,Agent_6,15.0,7.455,0.497
off,defectors25,94,1,Agent_4,15.0,7.5,0.5
off,defectors25,94,1,Agent_5,15.0,6.21,0.414
off,defectors25,94,2,Agent_6,15.0,7.5,0.5
off,defectors25,94,2,Agent_7,15.0,7.5,0.5
off,defectors25,94,3,Agent_2,15.0,7.5,0.5
off,defectors25,94,3,Agent_5,15.0,7.5,0.5
off,defectors25,94,4,Agent_7,15.0,7.5,0.5
off,defectors25,94,4,Agent_8,15.0,7.5,0.5
off,defectors25,94,5,Agent_4,15.0,7.5,0.5
off,defectors25,94,5,Agent_7,15.0,6.05,0.4033333333333333
off,defectors25,94,5,Agent_8,15.0,6.33,0.422
off,defectors25,94,6,Agent_2,15.0,7.0,0.4666666666666667
off,defectors25,94,6,Agent_5,15.0,7.23,0.48200000000000004
off,defectors25,94,6,Agent_6,15.0,7.5,0.5
off,defectors25,94,7,Agent_4,15.0,7.275,0.48500000000000004
off,defectors25,94,7,Agent_8,15.0,7.5,0.5
off,defectors25,94,8,Agent_2,15.0,7.5,0.5
off,defectors25,94,8,Agent_6,15.0,7.5,0.5
off,defectors25,94,9,Agent_6,15.0,7.5,0.5
off,defectors25,94,9,Agent_8,15.0,7.5,0.5
off,defectors25,94,10,Agent_4,15.0,7.5,0.5
off,defectors25,94,10,Agent_7,15.0,7.5,0.5
off,defectors25,95,1,Agent_6,15.0,7.5,0.5
off,defectors25,95,1,Agent_8,15.0,5.62,0.37466666666666665
off,defectors25,95,2,Agent_1,15.0,6.33,0.422
off,defectors25,95,2,Agent_5,15.0,7.5,0.5
off,defectors25,95,3,Agent_1,15.0,6.98,0.4653333333333334
off,defectors25,95,3,Agent_6,15.0,6.85,0.45666666666666667
off,defectors25,95,4,Agent_2,15.0,7.0,0.4666666666666667
off,defectors25,95,4,Agent_7,15.0,7.0,0.4666666666666667
off,defectors25,95,5,Agent_5,15.0,6.71,0.4473333333333333
off,defectors25,95,5,Agent_6,15.0,7.5,0.5
off,defectors25,95,6,Agent_1,15.0,7.5,0.5
off,defectors25,95,6,Agent_7,15.0,7.5,0.5
off,defectors25,95,7,Agent_1,15.0,7.5,0.5
off,defectors25,95,7,Agent_5,15.0,7.5,0.5
off,defectors25,95,7,Agent_8,15.0,7.0,0.4666666666666667
off,defectors25,95,8,Agent_6,15.0,7.47,0.498
off,defectors25,95,8,Agent_7,15.0,7.5,0.5
off,defectors25,95,9,Agent_2,15.0,6.71,0.4473333333333333
off,defectors25,95,9,Agent_6,15.0,7.275,0.48500000000000004
off,defectors25,95,10,Agent_1,15.0,7.5,0.5
off,defectors25,95,10,Agent_8,15.0,7.5,0.5
on,control,93,1,Agent_1,15.0,7.23,0.48200000000000004
on,control,93,1,Agent_3,15.0,7.5,0.5
on,control,93,1,Agent_7,15.0,7.5,0.5
on,control,93,1,Agent_8,15.0,7.5,0.5
on,control,93,2,Agent_2,15.0,6.12,0.40800000000000003
on,control,93,2,Agent_4,15.0,7.5,0.5
on,control,93,2,Agent_5,15.0,7.5,0.5
on,control,93,2,Agent_6,15.0,7.5,0.5
on,control,93,3,Agent_1,15.0,6.05,0.4033333333333333
on,control,93,3,Agent_3,15.0,6.2,0.41333333333333333
on,control,93,3,Agent_5,15.0,7.5,0.5
on,control,93,3,Agent_7,15.0,6.42,0.428
on,control,93,4,Agent_2,15.0,7.5,0.5
on,control,93,4,Agent_4,15.0,7.5,0.5
on,control,93,4,Agent_6,15.0,7.5,0.5
on,control,93,4,Agent_8,15.0,6.42,0.428
on,control,93,5,Agent_1,15.0,7.5,0.5
on,control,93,5,Agent_2,15.0,7.5,0.5
on,control,93,5,Agent_6,15.0,7.5,0.5
on,control,93,5,Agent_7,15.0,7.5,0.5
on,control,93,6,Agent_3,15.0,7.07,0.4713333333333333
on,control,93,6,Agent_4,15.0,7.5,0.5
on,control,93,6,Agent_5,15.0,7.5,0.5
on,control,93,6,Agent_8,15.0,6.8,0.4533333333333333
on,control,93,7,Agent_1,15.0,6.53,0.43533333333333335
on,control,93,7,Agent_3,15.0,7.5,0.5
on,control,93,7,Agent_5,15.0,6.62,0.44133333333333336
on,control,93,7,Agent_7,15.0,7.5,0.5
on,control,93,8,Agent_2,15.0,7.5,0.5
on,control,93,8,Agent_4,15.0,7.5,0.5
on,control,93,8,Agent_6,15.0,7.5,0.5
on,control,93,8,Agent_8,15.0,7.5,0.5
on,control,93,9,Agent_2,15.0,7.5,0.5
on,control,93,9,Agent_3,15.0,7.5,0.5
on,control,93,9,Agent_5,15.0,7.5,0.5
on,control,93,9,Agent_7,15.0,7.5,0.5
on,control,93,10,Agent_1,15.0,7.5,0.5
on,control,93,10,Agent_4,15.0,7.5,0.5
on,control,93,10,Agent_6,15.0,7.45,0.4966666666666667
on,control,93,10,Agent_8,15.0,7.5,0.5
on,control,94,1,Agent_1,15.0,7.3,0.48666666666666664
on,control,94,1,Agent_3,15.0,7.5,0.5
on,control,94,1,Agent_4,15.0,7.5,0.5
on,control,94,1,Agent_5,15.0,6.21,0.414
on,control,94,2,Agent_2,15.0,7.5,0.5
on,control,94,2,Agent_6,15.0,7.5,0.5
on,control,94,2,Agent_7,15.0,7.5,0.5
on,control,94,2,Agent_8,15.0,7.5,0.5
on,control,94,3,Agent_2,15.0,7.5,0.5
on,control,94,3,Agent_3,15.0,7.5,0.5
on,control,94,3,Agent_4,15.0,7.5,0.5
on,control,94,3,Agent_5,15.0,7.5,0.5
on,control,94,4,Agent_1,15.0,6.57,0.438
on,control,94,4,Agent_6,15.0,6.35,0.4233333333333333
on,control,94,4,Agent_7,15.0,7.5,0.5
on,control,94,4,Agent_8,15.0,7.5,0.5
on,control,94,5,Agent_3,15.0,7.5,0.5
on,control,94,5,Agent_4,15.0,7.5,0.5
on,control,94,5,Agent_7,15.0,6.05,0.4033333333333333
on,control,94,5,Agent_8,15.0,6.33,0.422
on,control,94,6,Agent_1,15.0,7.425,0.495
on,control,94,6,Agent_2,15.0,6.98,0.4653333333333334
on,control,94,6,Agent_5,15.0,7.23,0.48200000000000004
on,control,94,6,Agent_6,15.0,7.5,0.5
on,control,94,7,Agent_4,15.0,7.28,0.48533333333333334
on,control,94,7,Agent_5,15.0,6.09,0.40599999999999997
on,control,94,7,Agent_7,15.0,7.5,0.5
on,control,94,7,Agent_8,15.0,7.5,0.5
on,control,94,8,Agent_1,15.0,7.5,0.5
on,control,94,8,Agent_2,15.0,7.5,0.5
on,control,94,8,Agent_3,15.0,7.5,0.5
on,control,94,8,Agent_6,15.0,7.5,0.5
on,control,94,9,Agent_1,15.0,7.5,0.5
on,control,94,9,Agent_5,15.0,7.5,0.5
on,control,94,9,Agent_6,15.0,7.5,0.5
on,control,94,9,Agent_8,15.0,7.5,0.5
on,control,94,10,Agent_2,15.0,7.5,0.5
on,control,94,10,Agent_3,15.0,7.5,0.5
on,control,94,10,Agent_4,15.0,7.5,0.5
on,control,94,10,Agent_7,15.0,7.5,0.5
on,control,95,1,Agent_2,15.0,6.42,0.428
on,control,95,1,Agent_3,15.0,7.5,0.5
on,control,95,1,Agent_6,15.0,7.5,0.5
on,control,95,1,Agent_8,15.0,6.09,0.40599999999999997
on,control,95,2,Agent_1,15.0,6.5,0.43333333333333335
on,control,95,2,Agent_4,15.0,7.5,0.5
on,control,95,2,Agent_5,15.0,7.5,0.5
on,control,95,2,Agent_7,15.0,7.5,0.5
on,control,95,3,Agent_1,15.0,7.0,0.4666666666666667
on,control,95,3,Agent_4,15.0,7.5,0.5
on,control,95,3,Agent_6,15.0,6.85,0.45666666666666667
on,control,95,3,Agent_8,15.0,6.12,0.40800000000000003
on,control,95,4,Agent_2,15.0,6.85,0.45666666666666667
on,control,95,4,Agent_3,15.0,7.08,0.47200000000000003
on,control,95,4,Agent_5,15.0,6.885,0.45899999999999996
on,control,95,4,Agent_7,15.0,7.5,0.5
on,control,95,5,Agent_3,15.0,6.62,0.44133333333333336
on,control,95,5,Agent_4,15.0,7.5,0.5
on,control,95,5,Agent_5,15.0,6.705,0.447
on,control,95,5,Agent_6,15.0,7.5,0.5
on,control,95,6,Agent_1,15.0,7.5,0.5
on,control,95,6,Agent_2,15.0,7.5,0.5
on,control,95,6,Agent_7,15.0,7.5,0.5
on,control,95,6,Agent_8,15.0,6.98,0.4653333333333334
on,control,95,7,Agent_1,15.0,7.5,0.5
on,control,95,7,Agent_3,15.0,6.5,0.43333333333333335
on,control,95,7,Agent_5,15.0,7.5,0.5
on,control,95,7,Agent_8,15.0,6.78,0.452
on,control,95,8,Agent_2,15.0,6.86,0.45733333333333337
on,control,95,8,Agent_4,15.0,6.72,0.448
on,control,95,8,Agent_6,15.0,7.47,0.498
on,control,95,8,Agent_7,15.0,7.5,0.5
on,control,95,9,Agent_2,15.0,6.71,0.4473333333333333
on,control,95,9,Agent_3,15.0,7.5,0.5
on,control,95,9,Agent_4,15.0,7.5,0.5
on,control,95,9,Agent_6,15.0,7.275,0.48500000000000004
on,control,95,10,Agent_1,15.0,7.5,0.5
on,control,95,10,Agent_5,15.0,6.18,0.412
on,control,95,10,Agent_7,15.0,7.5,0.5
on,control,95,10,Agent_8,15.0,7.5,0.5
on,defectors25,93,1,Agent_3,15.0,7.5,0.5
on,defectors25,93,1,Agent_7,15.0,7.5,0.5
on,defectors25,93,2,Agent_2,15.0,6.12,0.40800000000000003
on,defectors25,93,2,Agent_4,15.0,7.5,0.5
on,defectors25,93,2,Agent_6,15.0,7.5,0.5
on,defectors25,93,3,Agent_1,15.0,6.05,0.4033333333333333
on,defectors25,93,3,Agent_7,15.0,6.42,0.428
on,defectors25,93,4,Agent_2,15.0,7.5,0.5
on,defectors25,93,4,Agent_4,15.0,7.5,0.5
on,defectors25,93,5,Agent_2,15.0,7.5,0.5
on,defectors25,93,5,Agent_6,15.0,7.5,0.5
on,defectors25,93,6,Agent_3,15.0,7.5,0.5
on,defectors25,93,6,Agent_4,15.0,7.5,0.5
on,defectors25,93,7,Agent_1,15.0,7.5,0.5
on,defectors25,93,7,Agent_3,15.0,7.5,0.5
on,defectors25,93,8,Agent_4,15.0,7.5,0.5
on,defectors25,93,8,Agent_6,15.0,7.5,0.5
on,defectors25,93,9,Agent_2,15.0,6.42,0.428
on,defectors25,93,9,Agent_3,15.0,7.5,0.5
on,defectors25,93,9,Agent_7,15.0,6.03,0.402
on,defectors25,93,10,Agent_4,15.0,7.5,0.5
on,defectors25,93,10,Agent_6,15.0,7.45,0.4966666666666667
on,defectors25,94,1,Agent_4,15.0,7.5,0.5
on,defectors25,94,1,Agent_5,15.0,6.21,0.414
on,defectors25,94,2,Agent_6,15.0,7.5,0.5
on,defectors25,94,2,Agent_7,15.0,7.5,0.5
on,defectors25,94,3,Agent_2,15.0,7.5,0.5
on,defectors25,94,3,Agent_5,15.0,7.5,0.5
on,defectors25,94,4,Agent_7,15.0,7.5,0.5
on,defectors25,94,4,Agent_8,15.0,7.5,0.5
on,defectors25,94,5,Agent_4,15.0,7.5,0.5
on,defectors25,94,5,Agent_7,15.0,6.05,0.4033333333333333
on,defectors25,94,5,Agent_8,15.0,6.33,0.422
on,defectors25,94,6,Agent_2,15.0,7.0,0.4666666666666667
on,defectors25,94,6,Agent_5,15.0,7.23,0.48200000000000004
on,defectors25,94,6,Agent_6,15.0,7.5,0.5
on,defectors25,94,7,Agent_4,15.0,7.5,0.5
on,defectors25,94,7,Agent_8,15.0,7.5,0.5
on,defectors25,94,8,Agent_2,15.0,7.5,0.5
on,defectors25,94,8,Agent_6,15.0,7.5,0.5
on,defectors25,94,9,Agent_6,15.0,7.5,0.5
on,defectors25,94,9,Agent_8,15.0,7.5,0.5
on,defectors25,94,10,Agent_4,15.0,7.5,0.5
on,defectors25,94,10,Agent_7,15.0,7.5,0.5
on,defectors25,95,1,Agent_6,15.0,7.5,0.5
on,defectors25,95,1,Agent_8,15.0,6.09,0.40599999999999997
on,defectors25,95,2,Agent_1,15.0,6.33,0.422
on,defectors25,95,2,Agent_5,15.0,7.5,0.5
on,defectors25,95,3,Agent_1,15.0,6.98,0.4653333333333334
on,defectors25,95,3,Agent_6,15.0,6.85,0.45666666666666667
on,defectors25,95,4,Agent_2,15.0,7.0,0.4666666666666667
on,defectors25,95,4,Agent_7,15.0,7.0,0.4666666666666667
on,defectors25,95,5,Agent_5,15.0,6.71,0.4473333333333333
on,defectors25,95,5,Agent_6,15.0,7.5,0.5
on,defectors25,95,6,Agent_1,15.0,7.5,0.5
on,defectors25,95,6,Agent_7,15.0,7.5,0.5
on,defectors25,95,7,Agent_1,15.0,7.5,0.5
on,defectors25,95,7,Agent_5,15.0,7.5,0.5
on,defectors25,95,7,Agent_8,15.0,7.5,0.5
on,defectors25,95,8,Agent_6,15.0,7.5,0.5
on,defectors25,95,8,Agent_7,15.0,7.5,0.5
on,defectors25,95,9,Agent_2,15.0,6.71,0.4473333333333333
on,defectors25,95,9,Agent_6,15.0,7.5,0.5
on,defectors25,95,10,Agent_1,15.0,7.5,0.5
on,defectors25,95,10,Agent_8,15.0,7.5,0.5
