condition,condition_label,replicate_id,round,investor_id,trustee_id,target_type,send_ratio,actual_return_ratio,visible_return_ratio,deduction_spent,any_deduction,max_deduction,adequate_half_return,deduction_after_half_return,deduction_actual_loss
control,0% defectors,68,10,Agent_8,Agent_6,standard,1.0,0.5,0.48533333333333334,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,66,1,Agent_4,Agent_5,standard,1.0,0.49466666666666664,0.5171717171717171,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,66,1,Agent_6,Agent_8,standard,1.0,0.5333333333333333,0.5846666666666667,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,66,1,Agent_7,Agent_3,defector,1.0,0.0,0.04277286135693215,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,66,2,Agent_1,Agent_4,standard,1.0,0.5,0.5526666666666666,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,66,2,Agent_5,Agent_7,standard,1.0,0.4746666666666667,0.5508771929824561,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,66,2,Agent_8,Agent_2,defector,1.0,0.0,0.03722084367245658,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,66,3,Agent_1,Agent_5,standard,1.0,0.49600000000000005,0.4670698924731183,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,66,3,Agent_4,Agent_8,standard,1.0,0.5333333333333333,0.56,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,66,3,Agent_6,Agent_7,standard,1.0,0.5,0.47733333333333333,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,66,4,Agent_5,Agent_6,standard,1.0,0.5333333333333333,0.5673333333333334,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,66,4,Agent_7,Agent_3,defector,1.0,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,66,4,Agent_8,Agent_1,standard,1.0,0.4953333333333333,0.4734006734006734,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,66,5,Agent_4,Agent_7,standard,1.0,0.42400000000000004,0.5165094339622641,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,66,5,Agent_8,Agent_5,standard,1.0,0.49133333333333334,0.4426340801086218,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,66,6,Agent_1,Agent_4,standard,1.0,0.5,0.544,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,66,6,Agent_5,Agent_3,defector,1.0,0.0,0.06521739130434784,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,66,6,Agent_6,Agent_2,defector,1.0,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,66,6,Agent_7,Agent_8,standard,1.0,0.5333333333333333,0.5559999999999999,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,66,7,Agent_1,Agent_8,standard,1.0,0.5333333333333333,0.516,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,66,7,Agent_6,Agent_3,defector,0.0,,,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,66,7,Agent_7,Agent_4,standard,1.0,0.5,0.46066666666666667,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,66,8,Agent_4,Agent_6,standard,1.0,0.458,0.5036390101892285,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,66,8,Agent_5,Agent_1,standard,0.0,,,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,66,8,Agent_8,Agent_7,standard,1.0,0.48800000000000004,0.4603825136612022,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,66,9,Agent_1,Agent_4,standard,1.0,0.5,0.4666666666666667,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,66,9,Agent_7,Agent_6,standard,1.0,0.4033333333333333,0.42431761786600497,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,66,10,Agent_4,Agent_7,standard,1.0,0.5,0.5359999999999999,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,66,10,Agent_5,Agent_3,defector,1.0,0.0,0.042666666666666665,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,66,10,Agent_6,Agent_1,standard,1.0,0.5466666666666666,0.6504065040650407,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,66,10,Agent_8,Agent_2,defector,1.0,0.0,0.001550387596899225,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,67,1,Agent_4,Agent_5,standard,1.0,0.4666666666666667,0.5275297619047619,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,1,Agent_6,Agent_3,standard,1.0,0.5333333333333333,0.5666666666666667,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,2,Agent_3,Agent_4,standard,1.0,0.6666666666666666,0.7146666666666667,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,2,Agent_5,Agent_2,defector,1.0,0.0,0.021333333333333333,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,67,2,Agent_7,Agent_6,standard,1.0,0.47333333333333333,0.48414376321353064,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,67,2,Agent_8,Agent_1,defector,1.0,0.0,0.06533333333333333,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,67,3,Agent_5,Agent_3,standard,1.0,0.5333333333333333,0.6992665036674817,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,3,Agent_6,Agent_1,defector,1.0,0.0,0.015333333333333334,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,67,3,Agent_7,Agent_8,standard,1.0,0.5426666666666667,0.7199017199017198,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,4,Agent_3,Agent_2,defector,1.0,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,67,4,Agent_4,Agent_7,standard,1.0,0.5,0.5106666666666667,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,4,Agent_8,Agent_6,standard,1.0,0.5,0.4646666666666667,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,67,5,Agent_5,Agent_1,defector,1.0,0.0,0.05733333333333333,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,67,5,Agent_6,Agent_4,standard,1.0,0.6666666666666666,0.7133333333333333,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,5,Agent_7,Agent_2,defector,1.0,0.0,0.021198830409356724,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,67,5,Agent_8,Agent_3,standard,1.0,0.5,0.5026666666666667,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,6,Agent_3,Agent_7,standard,1.0,0.48333333333333334,0.49275362318840576,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,67,6,Agent_4,Agent_5,standard,1.0,0.5,0.5426666666666667,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,7,Agent_3,Agent_7,standard,1.0,0.44666666666666666,0.5201793721973095,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,7,Agent_4,Agent_6,standard,1.0,0.4806666666666667,0.4941094941094941,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,67,7,Agent_5,Agent_8,standard,1.0,0.438,0.5555555555555555,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,8,Agent_6,Agent_3,standard,1.0,0.48000000000000004,0.5048611111111111,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,8,Agent_7,Agent_5,standard,1.0,0.5,0.45666666666666667,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,67,8,Agent_8,Agent_4,standard,1.0,0.5333333333333333,0.5398230088495576,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,9,Agent_6,Agent_5,standard,1.0,0.5,0.5566666666666666,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,9,Agent_7,Agent_2,defector,1.0,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,67,9,Agent_8,Agent_3,standard,1.0,0.5,0.508,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,10,Agent_3,Agent_6,standard,1.0,0.5,0.5033333333333333,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,67,10,Agent_4,Agent_1,defector,1.0,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,67,10,Agent_5,Agent_7,standard,1.0,0.5,0.5146666666666666,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,1,Agent_1,Agent_8,defector,1.0,0.0,0.04948453608247423,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,68,1,Agent_4,Agent_3,standard,1.0,0.5333333333333333,0.506,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,1,Agent_7,Agent_2,standard,1.0,0.5333333333333333,0.5399999999999999,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,2,Agent_2,Agent_1,standard,1.0,0.5333333333333333,0.6262172284644194,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,2,Agent_3,Agent_7,standard,1.0,0.5666666666666667,0.6778846153846154,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,2,Agent_5,Agent_4,standard,1.0,0.5,0.5459999999999999,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,3,Agent_3,Agent_5,standard,1.0,0.6666666666666666,0.6566666666666666,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,3,Agent_7,Agent_1,standard,1.0,0.47,0.49999999999999994,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,68,4,Agent_1,Agent_3,standard,1.0,0.5666666666666667,0.549344375431332,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,4,Agent_2,Agent_6,defector,1.0,0.0,0.002044989775051125,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,68,4,Agent_4,Agent_7,standard,1.0,0.5733333333333334,0.6402486402486403,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,4,Agent_5,Agent_8,defector,1.0,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,68,5,Agent_1,Agent_6,defector,1.0,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,68,5,Agent_4,Agent_2,standard,1.0,0.5,0.502,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,5,Agent_7,Agent_5,standard,1.0,0.4666666666666667,0.528,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,6,Agent_2,Agent_4,standard,1.0,0.5,0.5995575221238939,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,6,Agent_3,Agent_8,defector,1.0,0.0,0.05733333333333333,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,68,6,Agent_5,Agent_1,standard,1.0,0.5,0.5133333333333333,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,7,Agent_2,Agent_3,standard,1.0,0.5,0.466,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,68,7,Agent_4,Agent_1,standard,1.0,0.4886666666666667,0.496250852079073,0,0.0,0.0,0.0,0.0,0.0
