condition,replicate_id,round,target_type,visible_return_ratio,deduction_spent,any_deduction
control,84,7,standard,0.6413333333333333,0,0.0
control,84,7,standard,0.6130434782608697,0,0.0
control,84,8,standard,0.5618661257606492,0,0.0
control,84,8,standard,0.4814814814814815,0,0.0
control,84,8,standard,0.47733333333333333,0,0.0
control,84,8,standard,0.7293333333333333,0,0.0
control,84,9,standard,0.5373134328358209,0,0.0
control,84,9,standard,0.6566666666666666,0,0.0
control,84,9,standard,0.4986666666666667,0,0.0
control,84,9,standard,0.704326923076923,0,0.0
control,84,10,standard,0.4713333333333333,0,0.0
control,84,10,standard,0.47333333333333333,0,0.0
control,84,10,standard,0.6260162601626017,0,0.0
control,84,10,standard,0.5633333333333332,0,0.0
control,85,1,standard,0.532,0,0.0
control,85,1,standard,0.568,0,0.0
control,85,1,standard,0.508,0,0.0
control,85,1,standard,0.534020618556701,0,0.0
control,85,2,standard,0.6501572327044024,0,0.0
control,85,2,standard,0.5786666666666667,0,0.0
control,85,2,standard,0.5906666666666667,0,0.0
control,85,2,standard,0.6096385542168674,0,0.0
control,85,3,standard,0.6715686274509804,0,0.0
control,85,3,standard,0.5399999999999999,0,0.0
control,85,3,standard,0.6218905472636815,0,0.0
control,85,3,standard,0.6714975845410629,0,0.0
control,85,4,standard,0.5579886455798864,0,0.0
control,85,4,standard,0.5126666666666667,0,0.0
control,85,4,standard,0.5368171021377672,0,0.0
control,85,4,standard,0.6430260047281323,0,0.0
control,85,5,standard,0.6207165109034268,0,0.0
control,85,5,standard,0.5465587044534412,0,0.0
control,85,5,standard,0.5633333333333334,0,0.0
control,85,5,standard,0.6806526806526806,0,0.0
control,85,6,standard,0.5421412300683371,0,0.0
control,85,6,standard,0.5773333333333334,0,0.0
control,85,6,standard,0.6598639455782312,0,0.0
control,85,6,standard,0.6277372262773722,0,0.0
control,85,7,standard,0.5863363363363363,0,0.0
control,85,7,standard,0.7213333333333334,0,0.0
control,85,7,standard,0.6407232704402516,0,0.0
control,85,7,standard,0.5153949129852744,0,0.0
control,85,8,standard,0.5070093457943925,0,0.0
control,85,8,standard,0.5820000000000001,0,0.0
control,85,8,standard,0.6573333333333333,0,0.0
control,85,8,standard,0.6674776966747769,0,0.0
control,85,9,standard,0.49229691876750703,0,0.0
control,85,9,standard,0.7421815408085431,0,0.0
control,85,9,standard,0.4826666666666667,0,0.0
control,85,9,standard,0.6284153005464482,0,0.0
control,85,10,standard,0.7260000000000001,0,0.0
control,85,10,standard,0.6465583913379737,0,0.0
control,85,10,standard,0.6886666666666666,0,0.0
control,85,10,standard,0.7034013605442176,0,0.0
control,86,1,standard,0.43505154639175264,0,0.0
control,86,1,standard,0.43075852470424497,0,0.0
control,86,1,standard,0.5211161387631976,0,0.0
control,86,1,standard,0.42431561996779393,0,0.0
control,86,2,standard,0.534020618556701,0,0.0
control,86,2,standard,0.44734931009440815,0,0.0
control,86,2,standard,0.5626666666666666,0,0.0
control,86,2,standard,0.6093333333333334,0,0.0
control,86,3,standard,0.5576470588235294,0,0.0
control,86,3,standard,0.5573333333333333,0,0.0
control,86,3,standard,0.6726666666666666,0,0.0
control,86,3,standard,0.446,0,0.0
control,86,4,standard,0.5029498525073747,0,0.0
control,86,4,standard,0.6191607284243864,0,0.0
control,86,4,standard,0.44666666666666666,0,0.0
control,86,4,standard,0.5033333333333333,0,0.0
control,86,5,standard,0.486,0,0.0
control,86,5,standard,0.4805725971370144,0,0.0
control,86,5,standard,0.6137440758293838,0,0.0
control,86,5,standard,0.5491606714628298,0,0.0
control,86,6,standard,0.7200000000000001,0,0.0
control,86,6,standard,0.47630147630147623,0,0.0
control,86,6,standard,0.5202863961813843,0,0.0
control,86,6,standard,0.4311774461028193,0,0.0
control,86,7,standard,0.5688329839273236,0,0.0
control,86,7,standard,0.5553333333333333,0,0.0
control,86,7,standard,0.5353333333333333,0,0.0
control,86,7,standard,0.48412698412698413,0,0.0
control,86,8,standard,0.6068580542264753,0,0.0
control,86,8,standard,0.5560253699788583,0,0.0
control,86,8,standard,0.6973333333333334,0,0.0
control,86,8,standard,0.5366666666666667,0,0.0
control,86,9,standard,0.49466666666666664,0,0.0
control,86,9,standard,0.5573440643863179,0,0.0
control,86,9,standard,0.6433333333333333,0,0.0
control,86,9,standard,0.5548197203826343,0,0.0
control,86,10,standard,0.46300067888662594,0,0.0
control,86,10,standard,0.6140000000000001,0,0.0
control,86,10,standard,0.6006666666666667,0,0.0
control,86,10,standard,0.5086666666666667,0,0.0
control,87,1,standard,0.5269978401727862,0,0.0
control,87,1,standard,0.5393333333333333,0,0.0
control,87,1,standard,0.46799999999999997,0,0.0
control,87,1,standard,0.544,0,0.0
control,87,2,standard,0.5993333333333334,0,0.0
control,87,2,standard,0.48333333333333334,0,0.0
control,87,2,standard,0.6212797619047619,0,0.0
control,87,2,standard,0.5065738592420727,0,0.0
control,87,3,standard,0.4966666666666667,0,0.0
control,87,3,standard,0.4531360112755461,0,0.0
control,87,3,standard,0.49517446176688934,0,0.0
control,87,3,standard,0.654,0,0.0
control,87,4,standard,0.5209817893903405,0,0.0
control,87,4,standard,0.4975438596491228,0,0.0
control,87,4,standard,0.5426666666666667,0,0.0
control,87,4,standard,0.5625451916124367,0,0.0
control,87,5,standard,0.4306184012066365,0,0.0
control,87,5,standard,0.5414878397711016,0,0.0
control,87,5,standard,0.6693333333333332,0,0.0
control,87,5,standard,0.458,0,0.0
control,87,6,standard,0.532,0,0.0
control,87,6,standard,0.494,0,0.0
control,87,6,standard,0.59,0,0.0
control,87,6,standard,0.676,0,0.0
control,87,7,standard,0.7479871175523349,0,0.0
control,87,7,standard,0.7266666666666667,0,0.0
control,87,7,standard,0.5493333333333333,0,0.0
control,87,7,standard,0.5487627365356623,0,0.0
control,87,8,standard,0.4453333333333333,0,0.0
control,87,8,standard,0.5573333333333333,0,0.0
control,87,8,standard,0.49620427881297446,0,0.0
control,87,8,standard,0.4653333333333334,0,0.0
control,87,9,standard,0.53,0,0.0
control,87,9,standard,0.5433333333333333,0,0.0
control,87,9,standard,0.44666666666666666,0,0.0
control,87,9,standard,0.715292459478506,0,0.0
control,87,10,standard,0.4849921011058452,0,0.0
control,87,10,standard,0.5936370209689081,0,0.0
control,87,10,standard,0.4310344827586207,0,0.0
control,87,10,standard,0.62,0,0.0
control,88,1,standard,0.5314116777531412,0,0.0
control,88,1,standard,0.5,0,0.0
control,88,1,standard,0.5446666666666666,0,0.0
control,88,1,standard,0.5443223443223444,0,0.0
control,88,2,standard,0.6686666666666666,0,0.0
control,88,2,standard,0.5953333333333333,0,0.0
control,88,2,standard,0.5993333333333334,0,0.0
control,88,2,standard,0.48200000000000004,0,0.0
control,88,3,standard,0.515478761699064,0,0.0
control,88,3,standard,0.6674174174174174,0,0.0
control,88,3,standard,0.5590277777777779,0,0.0
control,88,3,standard,0.7326007326007327,0,0.0
control,88,4,standard,0.7193333333333333,0,0.0
control,88,4,standard,0.4953000723065798,0,0.0
control,88,4,standard,0.5106666666666667,0,0.0
control,88,4,standard,0.46345029239766083,0,0.0
control,88,5,standard,0.4752957550452331,0,0.0
control,88,5,standard,0.48666666666666664,0,0.0
control,88,5,standard,0.5637860082304527,0,0.0
control,88,5,standard,0.6124213836477987,0,0.0
control,88,6,standard,0.5226608187134504,0,0.0
control,88,6,standard,0.7321309285237141,0,0.0
control,88,6,standard,0.44666666666666666,0,0.0
control,88,6,standard,0.5660000000000001,0,0.0
control,88,7,standard,0.6886666666666666,0,0.0
control,88,7,standard,0.4966666666666667,0,0.0
control,88,7,standard,0.4666666666666667,0,0.0
control,88,7,standard,0.4504913076341648,0,0.0
control,88,8,standard,0.7113333333333334,0,0.0
control,88,8,standard,0.5073333333333333,0,0.0
control,88,8,standard,0.6479481641468682,0,0.0
control,88,8,standard,0.43900709219858153,0,0.0
control,88,9,standard,0.664,0,0.0
control,88,9,standard,0.725,0,0.0
control,88,9,standard,0.4444444444444444,0,0.0
control,88,9,standard,0.45994277539341916,0,0.0
control,88,10,standard,0.594170403587444,0,0.0
control,88,10,standard,0.45,0,0.0
control,88,10,standard,0.4855371900826446,0,0.0
control,88,10,standard,0.5146666666666666,0,0.0
control,89,1,standard,0.5726666666666667,0,0.0
control,89,1,standard,0.5567846607669616,0,0.0
control,89,1,standard,0.522,0,0.0
control,89,1,standard,0.5146666666666666,0,0.0
control,89,2,standard,0.488272921108742,0,0.0
control,89,2,standard,0.4308390022675737,0,0.0
control,89,2,standard,0.5813333333333334,0,0.0
control,89,2,standard,0.5029895366218237,0,0.0
control,89,3,standard,0.4706666666666666,0,0.0
control,89,3,standard,0.5066666666666666,0,0.0
control,89,3,standard,0.5199063231850117,0,0.0
control,89,3,standard,0.49922480620155046,0,0.0
control,89,4,standard,0.5353333333333333,0,0.0
control,89,4,standard,0.492,0,0.0
control,89,4,standard,0.5146604938271605,0,0.0
control,89,4,standard,0.5710955710955711,0,0.0
control,89,5,standard,0.6841704718417047,0,0.0
control,89,5,standard,0.40399999999999997,0,0.0
control,89,5,standard,0.544,0,0.0
control,89,5,standard,0.5577235772357725,0,0.0
control,89,6,standard,0.61,0,0.0
control,89,6,standard,0.44623655913978494,0,0.0
control,89,6,standard,0.5578800557880056,0,0.0
control,89,6,standard,0.6116279069767442,0,0.0
control,89,7,standard,0.5973333333333334,0,0.0
control,89,7,standard,0.43664245359160614,0,0.0
control,89,7,standard,0.4713333333333333,0,0.0
control,89,7,standard,0.506,0,0.0
control,89,8,standard,0.728,0,0.0
control,89,8,standard,0.49780701754385964,0,0.0
control,89,8,standard,0.45183486238532106,0,0.0
control,89,8,standard,0.5292331055429006,0,0.0
control,89,9,standard,0.5639455782312924,0,0.0
control,89,9,standard,0.49733333333333335,0,0.0
control,89,9,standard,0.6721183800623054,0,0.0
control,89,9,standard,0.6772486772486773,0,0.0
control,89,10,standard,0.506,0,0.0
control,89,10,standard,0.5534883720930233,0,0.0
control,89,10,standard,0.5313333333333333,0,0.0
control,89,10,standard,0.5653333333333334,0,0.0
defectors25,80,1,defector,0.0,2,1.0
defectors25,80,1,standard,0.43852167732764746,0,0.0
defectors25,80,1,standard,0.49826026443980515,0,0.0
defectors25,80,2,defector,0.0,2,1.0
defectors25,80,2,standard,0.5033333333333333,0,0.0
defectors25,80,2,standard,0.5150040551500404,0,0.0
defectors25,80,3,standard,0.4953333333333333,0,0.0
defectors25,80,3,standard,0.486,0,0.0
defectors25,80,4,defector,0.0,2,1.0
defectors25,80,4,defector,0.0,2,1.0
defectors25,80,4,standard,0.4953333333333333,0,0.0
defectors25,80,4,standard,0.47333333333333333,0,0.0
defectors25,80,5,defector,0.05244996549344375,2,1.0
defectors25,80,5,standard,0.5586666666666668,0,0.0
defectors25,80,5,standard,0.542,0,0.0
defectors25,80,6,standard,0.528,0,0.0
defectors25,80,6,standard,0.45666666666666667,0,0.0
defectors25,80,6,standard,0.4910096818810511,0,0.0
defectors25,80,7,defector,0.030991735537190084,2,1.0
defectors25,80,7,defector,0.02627257799671593,2,1.0
defectors25,80,7,standard,0.5026666666666667,0,0.0
defectors25,80,7,standard,0.5200803212851405,0,0.0
defectors25,80,8,standard,0.675595238095238,0,0.0
defectors25,80,8,standard,0.5,0,0.0
defectors25,80,9,defector,0.0,2,1.0
defectors25,80,9,standard,0.0,0,0.0
defectors25,80,9,standard,0.562023562023562,0,0.0
defectors25,80,10,standard,0.5506666666666666,0,0.0
defectors25,80,10,standard,0.048666666666666664,2,1.0
defectors25,80,10,standard,0.46066666666666667,0,0.0
defectors25,81,1,defector,0.035333333333333335,2,1.0
defectors25,81,1,standard,0.4726666666666667,0,0.0
defectors25,81,1,standard,0.4366300366300367,0,0.0
defectors25,81,2,defector,0.015333333333333334,2,1.0
defectors25,81,2,standard,0.4908722109533469,0,0.0
defectors25,81,2,standard,0.45,0,0.0
defectors25,81,3,standard,,0,0.0
defectors25,81,3,standard,0.46376811594202905,0,0.0
defectors25,81,4,defector,0.013333333333333334,2,1.0
defectors25,81,4,defector,0.0,2,1.0
defectors25,81,4,standard,0.5613333333333334,0,0.0
defectors25,81,4,standard,0.453168044077135,0,0.0
defectors25,81,5,defector,0.054012345679012336,2,1.0
defectors25,81,5,defector,0.009950248756218907,2,1.0
defectors25,81,5,standard,0.4406666666666667,0,0.0
defectors25,81,5,standard,0.5393333333333333,0,0.0
defectors25,81,6,standard,0.4563401670463174,0,0.0
defectors25,81,6,standard,0.5857038657913931,0,0.0
defectors25,81,7,defector,0.00681663258350375,2,1.0
defectors25,81,7,standard,0.5193333333333333,0,0.0
defectors25,81,7,standard,0.5826666666666667,0,0.0
defectors25,81,8,standard,0.4932699920823437,0,0.0
defectors25,81,8,standard,0.45441595441595445,0,0.0
defectors25,81,8,standard,0.5519999999999999,0,0.0
defectors25,81,9,standard,0.4753867791842475,0,0.0
defectors25,81,9,standard,0.5173333333333333,0,0.0
defectors25,81,10,defector,0.029333333333333333,0,0.0
defectors25,81,10,defector,0.06888361045130642,0,0.0
defectors25,81,10,standard,0.5347079037800688,0,0.0
defectors25,81,10,standard,0.46266666666666667,0,0.0
defectors25,82,1,defector,0.04207119741100324,0,0.0
defectors25,82,1,defector,0.034672970843183604,0,0.0
defectors25,82,1,standard,0.5640000000000001,0,0.0
defectors25,82,1,standard,0.6481927710843374,0,0.0
defectors25,82,2,standard,0.5471562275017998,0,0.0
defectors25,82,2,standard,0.5946666666666667,0,0.0
defectors25,82,3,defector,0.0,2,1.0
defectors25,82,3,standard,0.4918518518518518,0,0.0
defectors25,82,3,standard,0.48800000000000004,0,0.0
defectors25,82,4,defector,0.04491228070175439,2,1.0
defectors25,82,4,standard,0.5446666666666666,0,0.0
defectors25,82,4,standard,0.4454828660436137,0,0.0
defectors25,82,5,defector,0.034848484848484844,2,1.0
defectors25,82,5,defector,0.028503562945368172,2,1.0
defectors25,82,5,standard,0.5967261904761904,0,0.0
defectors25,82,5,standard,0.0,0,0.0
defectors25,82,6,standard,0.5615686274509804,0,0.0
defectors25,82,6,standard,0.438,0,0.0
defectors25,82,7,standard,0.4533333333333333,0,0.0
defectors25,82,7,standard,0.546816479400749,0,0.0
defectors25,82,7,standard,0.466,0,0.0
defectors25,82,8,defector,0.0,2,1.0
defectors25,82,8,standard,0.5646666666666668,0,0.0
defectors25,82,8,standard,0.5568356374807988,0,0.0
defectors25,82,9,standard,0.494,0,0.0
defectors25,82,9,standard,0.5646666666666668,0,0.0
defectors25,82,9,standard,0.5177832919768404,0,0.0
defectors25,82,10,defector,0.0,2,1.0
defectors25,82,10,standard,0.5704971475142625,0,0.0
defectors25,82,10,standard,0.574,0,0.0
defectors25,83,1,defector,0.048666666666666664,0,0.0
defectors25,83,1,standard,0.48933333333333334,0,0.0
defectors25,83,1,standard,0.4813046937151949,0,0.0
defectors25,83,2,standard,0.6066666666666667,0,0.0
defectors25,83,2,standard,0.5660000000000001,0,0.0
defectors25,83,2,standard,0.48466666666666663,0,0.0
defectors25,83,3,defector,0.012605042016806723,2,1.0
defectors25,83,3,standard,0.45315904139433555,0,0.0
defectors25,83,3,standard,0.6038759689922482,0,0.0
defectors25,83,4,defector,0.0,2,1.0
defectors25,83,4,standard,0.49333333333333335,0,0.0
defectors25,83,4,standard,0.6031372549019608,0,0.0
defectors25,83,5,defector,0.0,2,1.0
defectors25,83,5,defector,0.0458590006844627,2,1.0
defectors25,83,5,standard,0.5813333333333334,0,0.0
defectors25,83,5,standard,0.0,0,0.0
defectors25,83,6,standard,0.5242494226327944,0,0.0
defectors25,83,6,standard,0.44466666666666665,0,0.0
defectors25,83,7,defector,0.0,2,1.0
defectors25,83,7,standard,0.48976608187134507,0,0.0
defectors25,83,7,standard,0.4640371229698376,0,0.0
defectors25,83,8,standard,0.45733333333333337,0,0.0
defectors25,83,8,standard,0.4705046197583511,0,0.0
defectors25,83,8,standard,0.4633333333333333,0,0.0
defectors25,83,9,defector,0.0,2,1.0
defectors25,83,9,standard,0.4836750189825361,0,0.0
defectors25,83,9,standard,0.44026548672566373,0,0.0
defectors25,83,10,defector,0.0,2,1.0
defectors25,83,10,standard,0.43218954248366015,0,0.0
defectors25,83,10,standard,0.5706727135298564,0,0.0
defectors25,84,1,standard,0.5086666666666667,0,0.0
defectors25,84,1,standard,0.516,0,0.0
defectors25,84,2,defector,0.015333333333333334,2,1.0
defectors25,84,2,defector,0.03462157809983898,2,1.0
defectors25,84,2,standard,0.7286666666666667,0,0.0
defectors25,84,2,standard,0.47015425888665324,0,0.0
defectors25,84,3,standard,0.453662182361734,0,0.0
defectors25,84,3,standard,0.6633986928104575,0,0.0
defectors25,84,3,standard,0.0,0,0.0
defectors25,84,4,defector,0.0,2,1.0
defectors25,84,4,standard,0.45,0,0.0
defectors25,84,4,standard,0.47533333333333333,0,0.0
defectors25,84,5,defector,0.005567153792623521,2,1.0
defectors25,84,5,standard,0.5053333333333333,0,0.0
defectors25,84,5,standard,0.47638603696098564,0,0.0
defectors25,84,6,standard,0.6913333333333332,0,0.0
defectors25,84,6,standard,0.478,0,0.0
defectors25,84,6,standard,0.5543071161048689,0,0.0
defectors25,84,7,defector,0.01478494623655914,2,1.0
defectors25,84,7,standard,0.45866666666666667,0,0.0
defectors25,84,7,standard,0.5413333333333333,0,0.0
defectors25,84,8,defector,0.0,2,1.0
defectors25,84,8,standard,0.5618661257606492,0,0.0
defectors25,84,8,standard,0.47733333333333333,0,0.0
defectors25,84,9,standard,0.49,0,0.0
defectors25,84,9,standard,0.0,2,1.0
defectors25,84,10,defector,0.0,0,0.0
defectors25,84,10,defector,0.0,2,1.0
defectors25,84,10,standard,0.0,1,1.0
defectors25,84,10,standard,0.5633333333333332,0,0.0
defectors25,85,1,standard,0.568,0,0.0
defectors25,85,1,standard,0.508,0,0.0
defectors25,85,2,defector,0.0,2,1.0
defectors25,85,2,defector,0.0,2,1.0
defectors25,85,2,standard,0.5786666666666667,0,0.0
defectors25,85,2,standard,0.5573333333333333,0,0.0
defectors25,85,3,defector,0.0,2,1.0
defectors25,85,3,standard,0.5588235294117647,0,0.0
defectors25,85,3,standard,0.006666666666666667,2,1.0
defectors25,85,4,standard,0.6390916463909163,0,0.0
defectors25,85,4,standard,0.47933333333333333,0,0.0
defectors25,85,4,standard,,0,0.0
defectors25,85,5,standard,0.5101246105919003,0,0.0
defectors25,85,5,standard,,0,0.0
defectors25,85,5,standard,0.48,0,0.0
defectors25,85,6,defector,0.0,2,1.0
defectors25,85,6,standard,0.6180713743356113,0,0.0
defectors25,85,6,standard,0.5598639455782313,0,0.0
defectors25,85,7,standard,0.5546666666666666,0,0.0
defectors25,85,7,standard,0.5153949129852744,0,0.0
defectors25,85,8,defector,0.0,0,0.0
defectors25,85,8,defector,0.0,2,1.0
defectors25,85,8,standard,0.5848909657320872,0,0.0
defectors25,85,8,standard,0.6674776966747769,0,0.0
defectors25,85,9,defector,0.042935206869633105,2,1.0
defectors25,85,9,standard,0.46708683473389356,0,0.0
defectors25,85,9,standard,0.5758962623951183,0,0.0
defectors25,85,10,defector,0.059333333333333335,0,0.0
defectors25,85,10,standard,0.15837937384898712,0,0.0
