metric,metric_label,contrast_type,contrast,primary,n_quadruplets,estimate,ci_low,ci_high,t_statistic,p_value,cohens_dz,same_direction,zero_differences,p_holm
standard_send_ratio,Ordinary-agent proportion sent,defector_effect_off,25% − 0% defectors | unavailable,False,10,-0.031333333333333324,-0.07053438895914128,0.007867722292474635,-1.8081381560916616,0.10404129169313582,-0.5717834897506707,5,5,
standard_send_ratio,Ordinary-agent proportion sent,defector_effect_on,25% − 0% defectors | available,False,10,-0.06166666666666666,-0.0944628892315251,-0.028870444101808224,-4.253529242078377,0.002131360445214183,-1.3450840499097392,9,1,
myth_coop_density,Ordinary myth cooperation density,availability_defectors25,Available − unavailable | 25% defectors,False,10,-0.13092982729509844,-0.29786568938358193,0.03600603479338502,-1.774237380401021,0.10977023016541025,-0.5610631231877816,8,0,
myth_coop_density,Ordinary myth cooperation density,availability_control,Available − unavailable | 0% defectors,False,10,0.04555685905003659,-0.10855569666124038,0.19966941476131356,0.6687110893822769,0.5204610123098279,0.21146501390604344,6,0,
myth_coop_density,Ordinary myth cooperation density,availability_main,Equal-weight availability main effect,False,10,-0.042686484122530934,-0.15295359500087924,0.06758062675581736,-0.8757238223224547,0.40394635892824693,-0.2769281879807562,5,0,
myth_coop_density,Ordinary myth cooperation density,interaction,Availability × defector difference-in-differences,False,10,-0.17648668634513504,-0.410155641904793,0.05718226921452291,-1.7085736558706102,0.12170439309975684,-0.5402984302711846,6,0,
myth_coop_density,Ordinary myth cooperation density,defector_effect_off,25% − 0% defectors | unavailable,False,10,-0.018853099776780402,-0.15744749155039467,0.11974129199683387,-0.3077229472005684,0.7652953725167282,-0.09731054014535312,6,0,
myth_coop_density,Ordinary myth cooperation density,defector_effect_on,25% − 0% defectors | available,False,10,-0.19533978612191544,-0.3825997293483383,-0.008079842895492573,-2.359764126553078,0.04261783731693934,-0.7462229380665546,8,0,
myth_threat_density,Ordinary myth threat density,availability_defectors25,Available − unavailable | 25% defectors,False,10,0.36045149877943866,0.31586169398260017,0.40504130357627716,18.286645199290405,1.997428528446149e-08,5.7827449593141385,10,0,
myth_threat_density,Ordinary myth threat density,availability_control,Available − unavailable | 0% defectors,False,10,0.21947828284626011,0.17385940499812233,0.26509716069439787,10.883528772548548,1.7610303544789812e-06,3.441673990123006,10,0,
myth_threat_density,Ordinary myth threat density,availability_main,Equal-weight availability main effect,False,10,0.28996489081284943,0.26435050464386733,0.3155792769818315,25.608505720227473,1.0167019996769711e-09,8.09812055493695,10,0,
myth_threat_density,Ordinary myth threat density,interaction,Availability × defector difference-in-differences,False,10,0.14097321593317852,0.06671502917486895,0.2152314026914881,4.294524066844814,0.0020067053907315805,1.3580477517638812,9,0,
myth_threat_density,Ordinary myth threat density,defector_effect_off,25% − 0% defectors | unavailable,False,10,0.014580392903789227,-0.019895656863658358,0.049056442671236815,0.9566971989835295,0.3637111609882655,0.30253421798912783,6,0,
myth_threat_density,Ordinary myth threat density,defector_effect_on,25% − 0% defectors | available,False,10,0.15555360883696773,0.10202906372473852,0.20907815394919693,6.5743054835967705,0.00010225877365882497,2.078977936190054,10,0,
myth_half_rule,Ordinary myth explicit half-rule,availability_defectors25,Available − unavailable | 25% defectors,False,10,-0.0033333333333333327,-0.046795948939348936,0.04012928227268227,-0.173494479589872,0.8661022007175927,-0.054863771696959114,3,3,
myth_half_rule,Ordinary myth explicit half-rule,availability_control,Available − unavailable | 0% defectors,False,10,0.0012500000000000005,-0.03336923822580768,0.03586923822580768,0.08167991551759955,0.9366888949090149,0.025829457212574562,3,2,
myth_half_rule,Ordinary myth explicit half-rule,availability_main,Equal-weight availability main effect,False,10,-0.0010416666666666669,-0.021623411324457324,0.01954007799112399,-0.11449047447075371,0.9113625168716898,-0.03620506697209427,4,2,
myth_half_rule,Ordinary myth explicit half-rule,interaction,Availability × defector difference-in-differences,False,10,-0.004583333333333333,-0.07152023174272344,0.06235356507605678,-0.15489543997595,0.880321873012113,-0.04898223894978989,3,1,
myth_half_rule,Ordinary myth explicit half-rule,defector_effect_off,25% − 0% defectors | unavailable,False,10,0.016250000000000004,-0.016625889011084066,0.04912588901108407,1.1181463072826867,0.2924608322705658,0.35358890883198085,4,0,
myth_half_rule,Ordinary myth explicit half-rule,defector_effect_on,25% − 0% defectors | available,False,10,0.011666666666666669,-0.0333358315030679,0.05666916483640125,0.5864526335202519,0.5719849371711414,0.18545260617280063,6,0,
myth_punishment_density,Ordinary myth punishment density,availability_defectors25,Available − unavailable | 25% defectors,False,10,0.1886084359702007,0.17154517841505385,0.20567169352534753,25.004716891002033,1.2568368025480602e-09,7.907185762325065,10,0,
myth_punishment_density,Ordinary myth punishment density,availability_control,Available − unavailable | 0% defectors,False,10,0.12848876700117218,0.0811457505804062,0.17583178342193817,6.1394859599715,0.00017087652744487741,1.9414759296135298,10,0,
myth_punishment_density,Ordinary myth punishment density,availability_main,Equal-weight availability main effect,False,10,0.15854860148568642,0.1406291740856169,0.17646802888575594,20.015251966698106,9.018679153582497e-09,6.329378415693065,10,0,
myth_punishment_density,Ordinary myth punishment density,interaction,Availability × defector difference-in-differences,False,10,0.06011966896902852,-0.0013669833307587698,0.1216063212688158,2.2118644404905363,0.05427988133327412,0.6994529507484055,8,0,
myth_punishment_density,Ordinary myth punishment density,defector_effect_off,25% − 0% defectors | unavailable,False,10,0.0020452047529409,-0.002352255056807911,0.006442664562689711,1.052101618100469,0.32017980058558504,0.33270374431461164,3,6,
myth_punishment_density,Ordinary myth punishment density,defector_effect_on,25% − 0% defectors | available,False,10,0.06216487372196942,0.0021752854662865084,0.12215446197765233,2.3441853571107294,0.043719534977226554,0.7412964986085094,8,0,
myth_punishment_presence,Ordinary myth punishment presence,availability_defectors25,Available − unavailable | 25% defectors,False,10,0.3383333333333334,0.30553711076847495,0.3711295558981918,23.336930706538126,2.3192822359882633e-09,7.379785463018299,10,0,
myth_punishment_presence,Ordinary myth punishment presence,availability_control,Available − unavailable | 0% defectors,False,10,0.2375,0.1492807044502636,0.3257192955497364,6.090077265182307,0.00018141679162762155,1.925851528438535,10,0,
myth_punishment_presence,Ordinary myth punishment presence,availability_main,Equal-weight availability main effect,False,10,0.28791666666666665,0.2538536489120276,0.3219796844213057,19.120817612126377,1.3492719885527065e-08,6.046533437898133,10,0,
myth_punishment_presence,Ordinary myth punishment presence,interaction,Availability × defector difference-in-differences,False,10,0.10083333333333333,-0.01351401438151105,0.21518068104817772,1.994806629212645,0.0771963725169742,0.6308132439914935,7,0,
myth_punishment_presence,Ordinary myth punishment presence,defector_effect_off,25% − 0% defectors | unavailable,False,10,0.004166666666666667,-0.004719925944243634,0.013053259277576966,1.0606601717798212,0.3164774052319921,0.33541019662496846,3,6,
myth_punishment_presence,Ordinary myth punishment presence,defector_effect_on,25% − 0% defectors | available,False,10,0.10499999999999998,-0.005635401288932432,0.21563540128893238,2.146930361642225,0.06033723431808569,0.6789189920558427,7,0,
