availability,availability_label,condition,condition_label,replicate_id,round,agent_id,word_count,coop_density,coop_present,threat_density,threat_present,half_rule
off,Unavailable,control,0% defectors,61,3,Agent_3,204,5.392156862745098,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,3,Agent_7,215,3.255813953488372,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,3,Agent_5,210,2.857142857142857,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,3,Agent_2,210,4.761904761904762,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,3,Agent_8,207,5.314009661835748,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,4,Agent_4,207,4.3478260869565215,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,4,Agent_2,212,4.716981132075472,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,4,Agent_3,207,4.3478260869565215,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,4,Agent_6,208,3.3653846153846154,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,4,Agent_5,214,4.672897196261682,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,4,Agent_1,204,3.431372549019608,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,4,Agent_8,213,6.103286384976526,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,4,Agent_7,197,2.5380710659898478,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,5,Agent_3,213,2.3474178403755865,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,5,Agent_1,211,4.739336492890995,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,5,Agent_4,213,2.8169014084507045,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,5,Agent_6,204,4.411764705882353,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,5,Agent_5,213,3.755868544600939,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,5,Agent_2,216,4.166666666666666,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,5,Agent_8,233,6.008583690987124,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,5,Agent_7,199,3.5175879396984926,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,6,Agent_6,211,3.7914691943127963,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,6,Agent_4,208,4.326923076923077,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,6,Agent_2,216,3.7037037037037033,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,6,Agent_8,207,5.314009661835748,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,6,Agent_7,210,4.285714285714286,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,6,Agent_3,216,4.62962962962963,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,6,Agent_1,189,5.291005291005291,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,6,Agent_5,203,3.9408866995073892,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,7,Agent_4,215,5.116279069767442,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,7,Agent_8,214,3.7383177570093453,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,7,Agent_5,215,4.186046511627907,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,7,Agent_6,218,3.669724770642202,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,7,Agent_2,209,5.263157894736842,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,7,Agent_3,213,3.286384976525822,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,7,Agent_7,202,3.9603960396039604,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,7,Agent_1,208,2.8846153846153846,1.0,0.4807692307692308,1.0,0.0
off,Unavailable,control,0% defectors,61,8,Agent_3,220,2.727272727272727,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,8,Agent_2,203,3.4482758620689653,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,8,Agent_8,210,4.285714285714286,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,8,Agent_5,201,4.477611940298507,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,8,Agent_6,212,5.660377358490567,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,8,Agent_7,225,4.0,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,8,Agent_1,213,4.694835680751173,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,8,Agent_4,215,3.255813953488372,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,9,Agent_8,242,4.958677685950414,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,9,Agent_6,213,4.694835680751173,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,9,Agent_4,209,5.741626794258373,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,9,Agent_1,208,3.8461538461538463,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,9,Agent_5,207,3.3816425120772946,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,9,Agent_2,221,2.7149321266968327,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,9,Agent_3,217,3.225806451612903,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,9,Agent_7,222,6.306306306306306,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,10,Agent_6,211,5.687203791469194,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,10,Agent_3,216,3.7037037037037033,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,10,Agent_7,220,4.545454545454546,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,10,Agent_5,209,3.827751196172249,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,10,Agent_2,210,3.8095238095238098,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,10,Agent_4,220,5.0,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,10,Agent_1,210,5.238095238095238,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,61,10,Agent_8,207,3.864734299516908,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,1,Agent_5,253,4.3478260869565215,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,1,Agent_2,208,3.8461538461538463,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,1,Agent_3,253,3.557312252964427,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,1,Agent_7,241,2.4896265560165975,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,1,Agent_6,215,5.116279069767442,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,1,Agent_4,211,3.7914691943127963,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,1,Agent_8,226,2.6548672566371683,1.0,0.4424778761061947,1.0,0.0
off,Unavailable,control,0% defectors,62,1,Agent_1,242,4.545454545454546,1.0,0.4132231404958678,1.0,0.0
off,Unavailable,control,0% defectors,62,2,Agent_7,217,3.225806451612903,1.0,0.4608294930875576,1.0,0.0
off,Unavailable,control,0% defectors,62,2,Agent_5,222,4.054054054054054,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,2,Agent_1,202,3.4653465346534658,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,2,Agent_6,216,5.092592592592593,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,2,Agent_2,220,3.1818181818181817,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,2,Agent_3,221,2.7149321266968327,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,2,Agent_4,213,4.225352112676056,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,2,Agent_8,209,4.30622009569378,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,3,Agent_3,230,3.0434782608695654,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,3,Agent_4,221,5.88235294117647,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,3,Agent_8,222,4.504504504504505,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,3,Agent_5,205,4.390243902439024,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,3,Agent_7,207,3.3816425120772946,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,3,Agent_6,217,4.6082949308755765,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,3,Agent_1,210,6.190476190476191,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,3,Agent_2,217,2.7649769585253456,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,4,Agent_2,215,4.186046511627907,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,4,Agent_7,220,3.6363636363636362,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,4,Agent_5,219,3.65296803652968,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,4,Agent_3,219,2.28310502283105,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,4,Agent_4,212,5.660377358490567,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,4,Agent_1,205,3.902439024390244,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,4,Agent_6,215,3.7209302325581395,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,4,Agent_8,222,3.153153153153153,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,5,Agent_1,213,6.103286384976526,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,5,Agent_7,206,2.912621359223301,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,5,Agent_3,220,4.090909090909091,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,5,Agent_4,208,4.326923076923077,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,5,Agent_6,209,2.8708133971291865,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,5,Agent_5,209,2.8708133971291865,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,5,Agent_8,205,3.414634146341464,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,5,Agent_2,215,3.7209302325581395,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,6,Agent_7,215,5.116279069767442,1.0,0.46511627906976744,1.0,0.0
off,Unavailable,control,0% defectors,62,6,Agent_8,218,3.669724770642202,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,6,Agent_5,213,3.755868544600939,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,6,Agent_3,227,3.524229074889868,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,6,Agent_4,212,3.7735849056603774,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,6,Agent_1,220,4.090909090909091,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,6,Agent_2,221,3.619909502262444,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,6,Agent_6,210,4.761904761904762,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,7,Agent_2,202,4.455445544554455,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,7,Agent_8,214,4.672897196261682,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,7,Agent_3,208,3.3653846153846154,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,7,Agent_6,208,3.8461538461538463,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,7,Agent_5,200,3.0,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,7,Agent_4,218,4.128440366972478,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,7,Agent_1,215,4.186046511627907,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,7,Agent_7,208,3.3653846153846154,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,8,Agent_7,207,2.898550724637681,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,8,Agent_5,216,2.7777777777777777,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,8,Agent_4,221,3.619909502262444,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,8,Agent_2,210,3.8095238095238098,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,8,Agent_8,227,3.524229074889868,1.0,0.4405286343612335,1.0,0.0
off,Unavailable,control,0% defectors,62,8,Agent_1,213,4.694835680751173,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,8,Agent_6,215,3.7209302325581395,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,8,Agent_3,223,5.381165919282512,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,9,Agent_6,207,3.864734299516908,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,9,Agent_1,209,4.30622009569378,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,9,Agent_4,210,2.857142857142857,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,9,Agent_7,215,3.255813953488372,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,9,Agent_8,205,3.902439024390244,1.0,0.4878048780487805,1.0,0.0
off,Unavailable,control,0% defectors,62,9,Agent_5,203,4.926108374384237,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,9,Agent_3,210,4.285714285714286,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,9,Agent_2,209,4.784688995215311,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,10,Agent_5,207,3.3816425120772946,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,10,Agent_4,211,3.3175355450236967,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,10,Agent_1,218,2.7522935779816518,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,10,Agent_8,200,3.5000000000000004,1.0,0.5,1.0,0.0
off,Unavailable,control,0% defectors,62,10,Agent_7,224,4.017857142857143,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,10,Agent_3,223,3.1390134529147984,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,10,Agent_2,212,4.245283018867925,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,62,10,Agent_6,215,3.255813953488372,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,1,Agent_8,212,4.245283018867925,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,1,Agent_3,242,4.958677685950414,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,1,Agent_2,213,2.8169014084507045,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,1,Agent_1,255,4.705882352941177,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,1,Agent_4,243,3.292181069958848,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,1,Agent_5,223,4.484304932735426,1.0,0.8968609865470852,1.0,0.0
off,Unavailable,control,0% defectors,63,1,Agent_7,229,3.9301310043668125,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,1,Agent_6,237,5.063291139240507,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,2,Agent_5,212,5.660377358490567,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,2,Agent_2,215,5.5813953488372094,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,2,Agent_1,213,5.164319248826291,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,2,Agent_7,211,4.265402843601896,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,2,Agent_6,216,5.555555555555555,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,2,Agent_8,213,5.633802816901409,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,2,Agent_3,211,6.6350710900473935,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,2,Agent_4,222,4.954954954954955,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,3,Agent_6,214,2.803738317757009,1.0,0.0,0.0,1.0
off,Unavailable,control,0% defectors,63,3,Agent_5,213,3.755868544600939,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,3,Agent_4,219,5.93607305936073,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,3,Agent_7,210,4.285714285714286,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,3,Agent_1,218,6.422018348623854,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,3,Agent_3,214,6.074766355140187,1.0,0.46728971962616817,1.0,0.0
off,Unavailable,control,0% defectors,63,3,Agent_8,208,5.288461538461538,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,3,Agent_2,216,4.166666666666666,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,4,Agent_7,226,4.867256637168142,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,4,Agent_8,223,4.484304932735426,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,4,Agent_3,211,3.3175355450236967,1.0,0.47393364928909953,1.0,0.0
off,Unavailable,control,0% defectors,63,4,Agent_4,219,5.93607305936073,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,4,Agent_5,207,4.3478260869565215,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,4,Agent_1,217,5.529953917050691,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,4,Agent_2,221,5.88235294117647,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,4,Agent_6,223,3.1390134529147984,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,5,Agent_2,211,4.739336492890995,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,5,Agent_4,225,4.0,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,5,Agent_3,204,4.901960784313726,1.0,0.49019607843137253,1.0,0.0
off,Unavailable,control,0% defectors,63,5,Agent_7,230,4.782608695652174,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,5,Agent_6,196,5.612244897959184,1.0,0.0,0.0,1.0
off,Unavailable,control,0% defectors,63,5,Agent_1,199,5.527638190954774,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,5,Agent_5,209,4.784688995215311,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,5,Agent_8,219,3.65296803652968,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,6,Agent_1,208,4.807692307692308,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,6,Agent_3,217,3.225806451612903,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,6,Agent_4,216,5.555555555555555,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,6,Agent_6,218,2.293577981651376,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,6,Agent_8,215,4.186046511627907,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,6,Agent_5,216,5.555555555555555,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,6,Agent_7,238,4.201680672268908,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,6,Agent_2,211,3.3175355450236967,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,7,Agent_7,216,6.481481481481481,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,7,Agent_2,216,6.018518518518518,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,7,Agent_4,216,4.62962962962963,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,7,Agent_5,212,4.245283018867925,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,7,Agent_6,214,2.803738317757009,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,7,Agent_3,206,3.8834951456310676,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,7,Agent_1,202,4.455445544554455,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,7,Agent_8,213,3.286384976525822,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,8,Agent_8,216,3.7037037037037033,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,8,Agent_6,212,2.358490566037736,1.0,0.4716981132075472,1.0,1.0
off,Unavailable,control,0% defectors,63,8,Agent_2,211,4.739336492890995,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,8,Agent_4,206,3.3980582524271843,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,8,Agent_3,217,5.0691244239631335,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,8,Agent_7,227,4.845814977973569,1.0,0.4405286343612335,1.0,0.0
off,Unavailable,control,0% defectors,63,8,Agent_5,218,5.963302752293578,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,8,Agent_1,210,4.761904761904762,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,9,Agent_2,227,5.286343612334802,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,9,Agent_1,202,5.9405940594059405,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,9,Agent_6,205,3.414634146341464,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,9,Agent_7,211,4.265402843601896,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,9,Agent_3,211,3.3175355450236967,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,9,Agent_5,205,4.878048780487805,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,9,Agent_8,228,3.9473684210526314,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,9,Agent_4,209,3.349282296650718,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,10,Agent_5,210,4.285714285714286,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,10,Agent_3,205,3.414634146341464,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,10,Agent_4,214,3.2710280373831773,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,10,Agent_6,205,3.902439024390244,1.0,0.4878048780487805,1.0,0.0
off,Unavailable,control,0% defectors,63,10,Agent_7,226,3.5398230088495577,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,10,Agent_8,209,4.30622009569378,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,10,Agent_1,212,6.60377358490566,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,63,10,Agent_2,225,4.0,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,1,Agent_3,214,4.205607476635514,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,1,Agent_7,255,3.9215686274509802,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,1,Agent_6,209,3.349282296650718,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,1,Agent_8,268,2.9850746268656714,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,1,Agent_4,247,3.2388663967611335,1.0,0.4048582995951417,1.0,0.0
off,Unavailable,control,0% defectors,64,1,Agent_2,239,4.184100418410042,1.0,0.41841004184100417,1.0,0.0
off,Unavailable,control,0% defectors,64,1,Agent_1,248,2.82258064516129,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,1,Agent_5,230,3.91304347826087,1.0,0.0,0.0,1.0
off,Unavailable,control,0% defectors,64,2,Agent_5,224,4.464285714285714,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,2,Agent_4,228,3.508771929824561,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,2,Agent_7,215,4.186046511627907,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,2,Agent_6,210,2.857142857142857,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,2,Agent_8,218,4.128440366972478,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,2,Agent_3,219,3.65296803652968,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,2,Agent_2,219,3.65296803652968,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,2,Agent_1,213,2.8169014084507045,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,3,Agent_8,220,4.090909090909091,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,3,Agent_5,223,4.484304932735426,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,3,Agent_2,210,3.3333333333333335,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,3,Agent_7,211,3.7914691943127963,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,3,Agent_4,212,4.716981132075472,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,3,Agent_3,222,3.6036036036036037,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,3,Agent_1,222,3.6036036036036037,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,3,Agent_6,206,5.339805825242718,1.0,0.0,0.0,0.0
